,city,province,address,nearest_city
3245,Evergem,east-flanders,,Ghent
3246,Aalter,east-flanders,Steenweg op Deinze 12,Ghent
3247,Gijzegem,east-flanders,Steenweg op Aalst 53D,Ghent
3248,Sint-Denijs-Westrem,east-flanders,Soenenspark 9,Ghent
3249,Doel,east-flanders,Kouterstraat 1,Antwerp
3250,Rozebeke,east-flanders,,Ghent
3251,Deftinge,east-flanders,Ottergemstraat 54C,Ghent
3252,Evergem,east-flanders,,Ghent
3253,Sint-Denijs-Westrem,east-flanders,Soenenspark 9,Ghent
3254,Sint-Martens-Latem,east-flanders,Kortrijksesteenweg 139,Ghent
3255,Lebbeke,east-flanders,Bellestraat 104,Brussels
3256,Ertvelde,east-flanders,Kreekstraat 7 A,Ghent
3257,Beveren,east-flanders,Gentseweg 177,Antwerp
3258,Lede,east-flanders,Langehaag 91,Ghent
3259,Viane,east-flanders,,Brussels
3260,Gent,east-flanders,Nadine Crappéstraat 39,Ghent
3261,Lede,east-flanders,Langehaag 91,Ghent
3262,Erpe-Mere,east-flanders,Jeruzalemstraat 18,Ghent
3263,Lede,east-flanders,Ledezijdestraat 57,Ghent
3264,Sint-Martens-Latem,east-flanders,Kortrijksesteenweg 139,Ghent
3265,Baardegem,east-flanders,Eeckhoutstraat 30a,Brussels
3266,Gent,east-flanders,Spijkstraat 91-93,Ghent
3267,Sint-Martens-Latem,east-flanders,Kortrijksesteenweg 139,Ghent
3268,Sint-Martens-Latem,east-flanders,Kortrijksesteenweg 139,Ghent
3269,Wondelgem,east-flanders,Molenwalstraat 87,Ghent
3270,Sint-Martens-Latem,east-flanders,Kortrijksesteenweg 139,Ghent
3271,Sint-Gillis-Waas,east-flanders,Klingedorp 69 0,Antwerp
3272,Sint-Martens-Latem,east-flanders,Kortrijksesteenweg 139,Ghent
3273,Aalter,east-flanders,Hoge Kouter 34,Ghent
3274,Sint-Martens-Latem,east-flanders,Kortrijksesteenweg 139,Ghent
3275,Gent,east-flanders,Raketstraat 9 B,Ghent
3276,Stekene,east-flanders,Hellestraat 189-191,Antwerp
3277,Gent,east-flanders,Olifantstraat 46,Ghent
3278,Wichelen,east-flanders,Onnebossen 13 A,Ghent
3279,Gent,east-flanders,Spijkstraat 91-93,Ghent
3280,Gavere,east-flanders,Broeckstraat 25,Ghent
3281,Zele,east-flanders,Smeiersberg 32,Ghent
3282,Sint-Martens-Lierde,east-flanders,Holderbeke 19,Ghent
3283,Wortegem-Petegem,east-flanders,Kortrijkstraat 1,Ghent
3284,Kluisbergen,east-flanders,Doreken 2,Ghent
3285,Gent,east-flanders,Wellingstraat 9,Ghent
3286,Wetteren,east-flanders,Korte Massemsesteenweg 20,Ghent
3287,De Klinge,east-flanders,Oude Molenstraat 26,Antwerp
3288,Sint-Gillis-Waas,east-flanders,Herenstraat 59,Antwerp
3289,Mariakerke,east-flanders,Hooiland 1,Ghent
3290,Wondelgem,east-flanders,Molenwalstraat 87,Ghent
3291,Sint-Niklaas,east-flanders,Heimolenhoek 14,Antwerp
3292,Bazel,east-flanders,Portugezenstraat 21,Antwerp
3293,Wichelen,east-flanders,Onnebossen 13,Ghent
3294,Wichelen,east-flanders,Onnebossen 15,Ghent
3295,Erpe-Mere,east-flanders,Grote Gentweg 23,Ghent
3296,Oosterzele,east-flanders,Houtemstraat 26,Ghent
3297,Sinaai,east-flanders,Wijnveld 137,Ghent
3298,Gentbrugge,east-flanders,Oude Brusselseweg 107,Ghent
3299,Sint-Martens-Latem,east-flanders,Kortrijksesteenweg 139,Ghent
3300,Aalter,east-flanders,Biesemkerkweg 0,Ghent
3301,Melsele,east-flanders,Melselestraat 1,Antwerp
3302,Oosterzele,east-flanders,Molenstraat 38,Ghent
3303,Zwalm,east-flanders,Kazernestraat 7D,Ghent
3304,Herzele,east-flanders,Brusselbaan 37,Ghent
3305,Haasdonk,east-flanders,Stuurstraat 9,Antwerp
3306,Tielrode,east-flanders,Kerkstraat 119,Antwerp
3307,Temse,east-flanders,Velle 55 3,Antwerp
3308,Melden,east-flanders,Rotelenberg 10,Ghent
3309,Lochristi,east-flanders,Ganzenhof 9,Ghent
3310,Zottegem,east-flanders,Buke 100,Ghent
3311,Aalst,east-flanders,Frédéric Van der Nootstraat 38 41,Brussels
3312,De Pinte,east-flanders,Overmeers 7,Ghent
3313,Kluisbergen,east-flanders,Oudenaardebaan 33A,Ghent
3314,Oudenaarde,east-flanders,,Ghent
3315,Berlare,east-flanders,Dennendreef 12,Ghent
3316,Ronse,east-flanders,Ephrem De Malanderplein 7,Ghent
3317,Kruibeke,east-flanders,Kamiel Van Gheemstraat 21,Antwerp
3318,Waasmunster,east-flanders,Berkenlaan 1,Antwerp
3319,Gent,east-flanders,Baudelostraat 71,Ghent
3320,Aalst,east-flanders,Lange Zoutstraat 58,Brussels
3321,Sint-Niklaas,east-flanders,smisstraat 78,Antwerp
3322,Tielrode,east-flanders,Burmtiendestraat 107,Antwerp
3323,Brakel,east-flanders,Berendries 15,Ghent
3324,Sint-Martens-Latem,east-flanders,Kortrijksesteenweg 139,Ghent
3325,Kluisbergen,east-flanders,,Ghent
3326,Hamme,east-flanders,BOOTDIJKSTRAAT 49,Antwerp
3327,Sint-Amandsberg,east-flanders,Emiel Lossystraat 71,Ghent
3328,Gent,east-flanders,,Ghent
3329,Zwalm,east-flanders,,Ghent
3330,Gent,east-flanders,Onderbergen 13,Ghent
3331,Sint-Niklaas,east-flanders,Oosterlaan 9,Antwerp
3332,Berlare,east-flanders,Dennendreef 12,Ghent
3333,Destelbergen,east-flanders,Viergemede 4A,Ghent
3334,Herzele,east-flanders,Winkelstraat 53,Ghent
3335,Drongen,east-flanders,Zestiengemeten 4,Ghent
3336,Kruishoutem,east-flanders,Gaversstraat 16,Ghent
3337,Kruisem,east-flanders,Waregemsestraat 28,Ghent
3338,Denderleeuw,east-flanders,Bakergemsmolenstraatje 4,Brussels
3339,Wetteren,east-flanders,Laarnesteenweg 55,Ghent
3340,Nokere,east-flanders,Waregemsestraat 28,Ghent
3341,Hamme,east-flanders,BOOTDIJKSTRAAT 49,Antwerp
3342,Gent,east-flanders,Francisco Ferrerlaan 32,Ghent
3343,Aalter,east-flanders,Grote Ganzeplas 32,Ghent
3344,Aalst,east-flanders,Steenbergstraat 40,Ghent
3345,Sint-Niklaas,east-flanders,Galgstraat 86,Antwerp
3346,Lede,east-flanders,Pontweg 16,Ghent
3347,Beveren,east-flanders,Heirbaan 457,Antwerp
3348,Deinze,east-flanders,Markt 100 3-4,Ghent
3349,Iddergem,east-flanders,Steenweg 597,Brussels
3350,Gent,east-flanders,Slachthuisstraat 53,Ghent
3351,Aalst,east-flanders,Geldhofstraat 118,Brussels
3352,Oudenaarde,east-flanders,Onderbos 10,Ghent
3353,Beervelde,east-flanders,Reigersstraat 19,Ghent
3354,Lokeren,east-flanders,Weststraat 50,Ghent
3355,Moerbeke-Waas,east-flanders,Weststraat 50,Ghent
3356,Wetteren,east-flanders,,Ghent
3357,Bachte-Maria-Leerne,east-flanders,Leernsesteenweg 61,Ghent
3358,Gent,east-flanders,Kortrijksesteenweg 245,Ghent
3359,Astene,east-flanders,Dorpsstraat 60 0201,Ghent
3360,Evergem,east-flanders,Meerbeke 4,Ghent
3361,Oudenaarde,east-flanders,Rijksweg 53,Ghent
3362,Oudenaarde,east-flanders,Leupegemstraat 20,Ghent
3363,Denderleeuw,east-flanders,,Brussels
3364,Brakel,east-flanders,,Ghent
3365,Zele,east-flanders,,Ghent
3366,Berlare,east-flanders,Dorp 73,Ghent
3367,Herzele,east-flanders,Stationsstraat 174,Ghent
3368,Denderleeuw,east-flanders,Parochiestraat 87,Brussels
3369,Berlare,east-flanders,Boonvennestraat 4,Ghent
3370,Gavere,east-flanders,Slaapstraat 25B,Ghent
3371,Eeklo,east-flanders,Markt 48,Ghent
3372,Oudenaarde,east-flanders,,Ghent
3373,Idegem,east-flanders,Heriweg 111,Brussels
3374,Lembeke,east-flanders,Ledestraat 58,Ghent
3375,Parike,east-flanders,Molenstraat 1,Ghent
3376,Massemen,east-flanders,,Ghent
3377,Geraardsbergen,east-flanders,Kaai 23-25,Ghent
3378,Erpe-Mere,east-flanders,,Ghent
3379,Stekene,east-flanders,Nieuwdorp 62,Ghent
3380,Berlare,east-flanders,Dorp 73,Ghent
3381,Ninove,east-flanders,Leopoldlaan 5 C,Brussels
3382,Buggenhout,east-flanders,,Brussels
3383,Deinze,east-flanders,Leernsesteenweg 61,Ghent
3384,Herzele,east-flanders,,Ghent
3385,Ronse,east-flanders,Engelsenlaan 70,Ghent
3386,Parike,east-flanders,Steenweg 105,Ghent
3387,Denderwindeke,east-flanders,,Brussels
3388,Zaffelare,east-flanders,Kerkstraat 36,Ghent
3389,Erpe-Mere,east-flanders,,Ghent
3390,Bassevelde,east-flanders,,Ghent
3391,Lochristi,east-flanders,Waalsland 13,Ghent
3392,Geraardsbergen,east-flanders,Kaai 5,Ghent
3393,Kruibeke,east-flanders,Camille Huysmansstraat 2 D,Antwerp
3394,Lievegem,east-flanders,,Ghent
3395,Denderwindeke,east-flanders,,Brussels
3396,Geraardsbergen,east-flanders,,Brussels
3397,Gavere,east-flanders,Stationsstraat 5,Ghent
3398,De Pinte,east-flanders,Oudstrijderslaan 4,Ghent
3399,Sint-Martens-Latem,east-flanders,Vijverhoflaan,Ghent
3400,Bellem,east-flanders,Leistraat 27,Ghent
3401,Geraardsbergen,east-flanders,Koppenhollestraat,Brussels
3402,Assenede,east-flanders,Smoutersdijkstraat 9,Ghent
3403,Maldegem,east-flanders,Hoornstraat 2 D,Bruges
3404,Maarkedal,east-flanders,,Ghent
3405,Sint-Martens-Latem,east-flanders,Papenaard 14,Ghent
3406,Aalst,east-flanders,,Brussels
3407,Merelbeke,east-flanders,Hoogstraat 26,Ghent
3408,Ronse,east-flanders,,Ghent
3409,Gent,east-flanders,Kortrijksesteenweg 773,Ghent
3410,Aalst,east-flanders,Stationsstraat 14,Brussels
3411,Gent,east-flanders,Brabantdam 39-43,Ghent
3412,Deurle,east-flanders,Oude Pontweg 8,Ghent
3413,Gent,east-flanders,Kouter 21 201,Ghent
3414,Lochristi,east-flanders,Lindestraat 10,Ghent
3415,Knesselare,east-flanders,Schapersbosstraat 28,Bruges
3416,Ottergem,east-flanders,Keerstraat 72,Ghent
3417,Geraardsbergen,east-flanders,Astridlaan 75,Ghent
3418,Oudenaarde,east-flanders,,Ghent
3419,Kluisbergen,east-flanders,Keuzelingsstraat 24a,Ghent
3420,Sint-Pauwels,east-flanders,Gentstraat 111,Antwerp
3421,Kruishoutem,east-flanders,Bunderstraat 6,Ghent
3422,Grimminge,east-flanders,Klakvijverstraat 69c,Brussels
3423,Gent,east-flanders,Gebroeders Vandeveldestraat 101,Ghent
3424,Lochristi,east-flanders,Haanhoutstraat 41,Ghent
3425,Aalter,east-flanders,,Ghent
3426,Erembodegem,east-flanders,Brusselbaan 209A,Brussels
3427,Evergem,east-flanders,Spoorwegstraat 1,Ghent
3428,Erpe-Mere,east-flanders,,Ghent
3429,Aalst,east-flanders,Appelstraat 17,Brussels
3430,Ronse,east-flanders,,Ghent
3431,Erembodegem,east-flanders,Fazantenlaan 8,Brussels
3432,Erpe-Mere,east-flanders,,Ghent
3433,Leuven,vlaams-brabant,Engels Plein 14 T05.09,Leuven
3434,Gent,east-flanders,,Ghent
3435,Borsbeke,east-flanders,,Ghent
3436,Vilvoorde,vlaams-brabant,Marie-Josewijk 34,Brussels
3437,Gent,east-flanders,,Ghent
3438,Borsbeke,east-flanders,Provincieweg 158,Ghent
3439,Gent,east-flanders,Kortrijksesteenweg 773,Ghent
3440,Brakel,east-flanders,,Ghent
3441,Meerdonk,east-flanders,Meerdonkdorp 25,Antwerp
3442,Brakel,east-flanders,,Ghent
3443,Scherpenheuvel,vlaams-brabant,Prattenborgstraat 16,Leuven
3444,Oosterzele,east-flanders,Reigerstraat 3,Ghent
3445,Belsele,east-flanders,Eikenlaan 30,Antwerp
3446,Gent,east-flanders,SINT-PIETERSNIEUWSTRAAT 202,Ghent
3447,Beervelde,east-flanders,Vossenstraat 23,Ghent
3448,Zellik,vlaams-brabant,Breughelpark 18 30,Brussels
3449,Ninove,east-flanders,Okegembaan 54 - 56,Brussels
3450,Scherpenheuvel,vlaams-brabant,Prattenborgstraat 16 A,Leuven
3451,Relegem,vlaams-brabant,Breughelpark 11 8,Brussels
3452,Heverlee,vlaams-brabant,Populierenlaan 10 A0203,Leuven
3453,Lembeek,vlaams-brabant,Boslaan 28,Brussels
3454,Zaventem,vlaams-brabant,,Liege
3455,Woluwe-saint-Etienne,vlaams-brabant,,Brussels
3456,Diegem,vlaams-brabant,Woluwelaan 128 1.21,Brussels
3457,Sint-Pieters-Leeuw,vlaams-brabant,Koning Albertstraat 93,Brussels
3458,Asse,vlaams-brabant,Terlindenvijverstraat  10,Brussels
3459,Opwijk,vlaams-brabant,Stationsstraat 83 8,Brussels
3460,Scherpenheuvel,vlaams-brabant,Cobergerstraat 14,Leuven
3461,Baal,vlaams-brabant,Veldonkstraat 381,Leuven
3462,Groot-Bijgaarden,vlaams-brabant,Nieuwe Gentsesteenweg 10 0603,Brussels
3463,Asse,vlaams-brabant,Koensborre 47 2,Brussels
3464,Heverlee,vlaams-brabant,Naamsesteenweg 69 106,Leuven
3465,Vilvoorde,vlaams-brabant,Italiëlaan 2,Brussels
3466,Affligem,vlaams-brabant,Kerkstraat 3,Brussels
3467,Asse,vlaams-brabant,Neerstraat 25 6,Brussels
3468,Opwijk,vlaams-brabant,Stationsstraat 83 5,Brussels
3469,Relegem,vlaams-brabant,Breughelpark 16 47,Brussels
3470,Halle,vlaams-brabant,Bergensesteenweg 23,Brussels
3471,Diest,vlaams-brabant,Kautershoek 16 A 003,Leuven
3472,Leuven,vlaams-brabant,Mechelsevest 48 0008,Leuven
3473,Heverlee,vlaams-brabant,Naamsesteenweg 69 0103,Leuven
3474,Baal,vlaams-brabant,Baalsebaan 211,Leuven
3475,Leuven,vlaams-brabant,Engels Plein 20 05.66,Leuven
3476,Relegem,vlaams-brabant,Breughelpark 8 23,Brussels
3477,Strombeek-Bever,vlaams-brabant,Oude Mechelsestraat 46 3,Brussels
3478,Relegem,vlaams-brabant,Breughelpark 1 46,Brussels
3479,Opwijk,vlaams-brabant,Stationsstraat 49 101,Brussels
3480,Tienen,vlaams-brabant,Oude Vestenstraat 3-5 7,Leuven
3481,Dilbeek,vlaams-brabant,Serenadestraat 2 1V,Brussels
3482,Grimbergen,vlaams-brabant,Brusselsesteenweg 37 1.15,Brussels
3483,Aarschot,vlaams-brabant,Statieplein 9 2,Leuven
3484,Schepdaal,vlaams-brabant,Ninoofsesteenweg 1124,Brussels
3485,Leuven,vlaams-brabant,Diestsestraat 29 0301,Leuven
3486,Strombeek-Bever,vlaams-brabant,Verbeytstraat 63,Brussels
3487,Zaventem,vlaams-brabant,WATERTORENLAAN 7,Brussels
3488,Leuven,vlaams-brabant,Engels Plein 14 V5-U16-K8,Leuven
3489,Vilvoorde,vlaams-brabant,Twee Leeuwenweg 20,Brussels
3490,Relegem,vlaams-brabant,Breughelpark 5 10,Brussels
3491,Hoegaarden,vlaams-brabant,Tiensestraat 74,Leuven
3492,Begijnendijk,vlaams-brabant,Kerkstraat 44,Leuven
3493,Vilvoorde,vlaams-brabant,Mechelsesteenweg 55,Brussels
3494,Tienen,vlaams-brabant,Pastorijstraat 20,Leuven
3495,Leuven,vlaams-brabant,Tervuursestraat 44 0109,Leuven
3496,Attenhoven,vlaams-brabant,Bergstraat 23,Leuven
3497,Zellik,vlaams-brabant,Jan Tieboutstraat 2 2,Brussels
3498,Wemmel,vlaams-brabant,Louis Vander Zijpen 88 3,Brussels
3499,Heverlee,vlaams-brabant,Populierenlaan 10C 92,Leuven
3500,Halle,vlaams-brabant,August Demaeghtlaan 71 2,Brussels
3501,Alsemberg,vlaams-brabant,Brusselsesteenweg 27,Brussels
3502,Relegem,vlaams-brabant,Breughelpark 7 4,Brussels
3503,Relegem,vlaams-brabant,Breughelpark 9 28,Brussels
3504,Relegem,vlaams-brabant,Breughelpark 1 17,Brussels
3505,Hoegaarden,vlaams-brabant,Vroentestraat 87 2,Leuven
3506,Zellik,vlaams-brabant,Breughelpark 18 4,Brussels
3507,Vilvoorde,vlaams-brabant,Italiëlaan 2,Brussels
3508,Ternat,vlaams-brabant,Keizerstraat 25,Brussels
3509,Leuven,vlaams-brabant,Engels Plein 28 V5-U16-K6,Leuven
3510,Opwijk,vlaams-brabant,Stationsstraat 83 4,Brussels
3511,Leuven,vlaams-brabant,Engels Plein 14,Leuven
3512,Strombeek-Bever,vlaams-brabant,,Brussels
3513,Dilbeek,vlaams-brabant,Heuvellaan 5,Brussels
3514,Strombeek-Bever,vlaams-brabant,"Van Der Nootstraat, 50",Brussels
3515,Heverlee,vlaams-brabant,Populierenlaan 10E 0204,Leuven
3516,Leuven,vlaams-brabant,Engels Plein 14 t11.02,Leuven
3517,Leuven,vlaams-brabant,Monseigneur van Waeyenberghlaan 54 0206,Leuven
3518,Heverlee,vlaams-brabant,Populierenlaan 10 / B51 B51,Leuven
3519,Leuven,vlaams-brabant,Monseigneur van Waeyenberghlaan 54 0207,Leuven
3520,Tervuren,vlaams-brabant,,Brussels
3521,Attenhoven,vlaams-brabant,Lindestraat 4,Leuven
3522,Herne,vlaams-brabant,,Brussels
3523,Halle,vlaams-brabant,Edingensesteenweg 11,Brussels
3524,Kraainem,vlaams-brabant,Rue Joseph van Hove 19,Brussels
3525,Heverlee,vlaams-brabant,Kardinaal Mercierlaan 59 0102,Leuven
3526,Zellik,vlaams-brabant,Breughelpark 1 34,Brussels
3527,Halle,vlaams-brabant,Nijvelsesteenweg 71,Brussels
3528,Merchtem,vlaams-brabant,Mieregemstraat 20 2,Brussels
3529,Liedekerke,vlaams-brabant,Vrijheidsstraat 9,Brussels
3530,Woluwe-saint-Etienne,vlaams-brabant,Avenue Hippocrate 8 051,Brussels
3531,Leuven,vlaams-brabant,Engels Plein 28 V2-U6-K6,Leuven
3532,Zellik,vlaams-brabant,Breughelpark 4 35,Brussels
3533,Halle,vlaams-brabant,Volpestraat 19,Brussels
3534,Heverlee,vlaams-brabant,Populierenlaan 10C 62,Leuven
3535,Ruisbroek,vlaams-brabant,,Brussels
3536,Kessel-Lo,vlaams-brabant,Guido Gezellelaan 11 42,Leuven
3537,Strombeek-Bever,vlaams-brabant,Nieuwelaan 125 4,Brussels
3538,Attenhoven,vlaams-brabant,Velmseweg 29,Leuven
3539,Halle,vlaams-brabant,Molenborre 29 32,Brussels
3540,Sint-Pieters-Kapelle,vlaams-brabant,,Brussels
3541,Leuven,vlaams-brabant,Justus Lipsiusstraat 36 0104,Leuven
3542,Dilbeek,vlaams-brabant,Ninoofsesteenweg 402 203,Brussels
3543,Ruisbroek,vlaams-brabant,Laekebeeklaan 57 7,Brussels
3544,Oplinter,vlaams-brabant,Neerlintersesteenweg 15,Leuven
3545,Opwijk,vlaams-brabant,Stationsstraat 83 3,Brussels
3546,Leuven,vlaams-brabant,Fonteinstraat 139 0802,Leuven
3547,Hoeilaart,vlaams-brabant,Koldamstraat 28 002,Brussels
3548,Halle,vlaams-brabant,Kluisbos 49 12,Brussels
3549,Sint-Pieters-Leeuw,vlaams-brabant,Bergensesteenweg 741,Brussels
3550,Opwijk,vlaams-brabant,Stationsstraat 83 6,Brussels
3551,Vilvoorde,vlaams-brabant,Kolveniersstraat 23/b21 23 2,Brussels
3552,Diegem,vlaams-brabant,Woluwelaan 100,Brussels
3553,Sint-Pieters-Leeuw,vlaams-brabant,Europalaan 3,Brussels
3554,Sint-Pieters-Leeuw,vlaams-brabant,Brusselbaan 9a,Brussels
3555,Halle,vlaams-brabant,August Demaeghtlaan 71 31,Brussels
3556,Sint-Genesius-Rode,vlaams-brabant,Nieuwstraat 139,Brussels
3557,Sint-Katherina-Lombeek,vlaams-brabant,Meersstraat 225,Brussels
3558,Herne,vlaams-brabant,,Brussels
3559,Hoegaarden,vlaams-brabant,Begijnenblokstraat 18,Leuven
3560,Buizingen,vlaams-brabant,Biezeput 81 22,Brussels
3561,Zoutleeuw,vlaams-brabant,Kapelstraat 13,Leuven
3562,Scherpenheuvel,vlaams-brabant,Prattenborgplein 8;10,Leuven
3563,Waanrode,vlaams-brabant,Braderijstraat 3 213,Antwerp
3564,Asse,vlaams-brabant,Koningin Astridstraat 14,Brussels
3565,Wolvertem,vlaams-brabant,Barbierstraat 61,Brussels
3566,Humbeek,vlaams-brabant,Voordestraat 151,Brussels
3567,Grimbergen,vlaams-brabant,LEOPOLD LUYPAERTSTRAAT 96,Brussels
3568,Halle,vlaams-brabant,Vogelpers 121,Brussels
3569,Hoegaarden,vlaams-brabant,Hauthem 62,Leuven
3570,Everberg,vlaams-brabant,Leistraat 15,Leuven
3571,Grimbergen,vlaams-brabant,Wolvertemsesteenweg 98 001,Brussels
3572,Aarschot,vlaams-brabant,Leuvensestraat 66,Leuven
3573,Machelen,vlaams-brabant,Petrus Schroonsstraat - George Lacroixstraat,Brussels
3574,Deurne,vlaams-brabant,Kautershoek 42,Leuven
3575,Merchtem,vlaams-brabant,Mieregemstraat 30 8,Brussels
3576,Ruisbroek,vlaams-brabant,Fabriekstraat 65 1,Brussels
3577,Sterrebeek,vlaams-brabant,,Brussels
3578,Zoutleeuw,vlaams-brabant,Linterseweg 44 d,Leuven
3579,Asse,vlaams-brabant,Kattestraat 1 8,Brussels
3580,Affligem,vlaams-brabant,Fooststraat 45,Brussels
3581,Boortmeerbeek,vlaams-brabant,Pleinstraat 4,Leuven
3582,Sint-Pieters-Leeuw,vlaams-brabant,Dennenlaan 4 2,Brussels
3583,Leuven,vlaams-brabant,Prosper Poulletlaan 5 04.17,Leuven
3584,Lembeek,vlaams-brabant,Dassenveldstraat 39,Brussels
3585,Merchtem,vlaams-brabant,Wolvertemsesteenweg 60 0011,Brussels
3586,Begijnendijk,vlaams-brabant,Kerkstraat 17,Leuven
3587,Zemst,vlaams-brabant,Armstraat 32,Brussels
3588,Drogenbos,vlaams-brabant,Rue Marie Collart 105 2,Brussels
3589,Drogenbos,vlaams-brabant,Rue Fleurbeek 30,Brussels
3590,Merchtem,vlaams-brabant,Bleukenweg 6 1,Brussels
3591,Vilvoorde,vlaams-brabant,,Brussels
3592,Vilvoorde,vlaams-brabant,Schaarbeeklei 10,Brussels
3593,Opwijk,vlaams-brabant,Steenweg op Aalst 200,Brussels
3594,Asse,vlaams-brabant,,Brussels
3595,Lembeek,vlaams-brabant,Sterrestraat 95,Brussels
3596,Strombeek-Bever,vlaams-brabant,Treft 45,Brussels
3597,Walshoutem,vlaams-brabant,Piercostraat 5,Namur
3598,Machelen,vlaams-brabant,Haachtsesteenweg 2034,Brussels
3599,Zellik,vlaams-brabant,Nachtegaallaan 35 0101,Brussels
3600,Leuven,vlaams-brabant,Pieter Coutereelstraat 40 201,Leuven
3601,Halle,vlaams-brabant,Bergensesteenweg 98,Brussels
3602,Wemmel,vlaams-brabant,Frans Timmermansstraat 117 304,Brussels
3603,Groot-Bijgaarden,vlaams-brabant,Alfons Gossetlaan 7 102,Brussels
3604,Opwijk,vlaams-brabant,Ringlaan 74 21,Brussels
3605,Affligem,vlaams-brabant,Fosselstraat 2,Brussels
3606,Dilbeek,vlaams-brabant,Ninoofsesteenweg 329,Brussels
3607,Wezemaal,vlaams-brabant,Max Havelaarplein 6 0101,Leuven
3608,Strombeek-Bever,vlaams-brabant,Pastorijstraat 4 13,Brussels
3609,Haacht,vlaams-brabant,Provinciesteenweg 46 A101,Leuven
3610,Groot-Bijgaarden,vlaams-brabant,Nieuwe Gentsesteenweg 12,Brussels
3611,Dilbeek,vlaams-brabant,Hooghofstraat 15,Brussels
3612,Vlezenbeek,vlaams-brabant,Pedestraat 107,Brussels
3613,Leuven,vlaams-brabant,Prosper Poulletlaan 7 505,Leuven
3614,Halle,vlaams-brabant,Felix Roggemanskaai 28,Brussels
3615,Vilvoorde,vlaams-brabant,,Brussels
3616,Tienen,vlaams-brabant,Nieuw Overlaar 75,Leuven
3617,Machelen,vlaams-brabant,Merelplein 17 1.2,Brussels
3618,Galmaarden,vlaams-brabant,Herhout 58,Brussels
3619,Galmaarden,vlaams-brabant,,Brussels
3620,Strombeek-Bever,vlaams-brabant,Nieuwelaan 119 12,Brussels
3621,Asse,vlaams-brabant,Kasteelstraat 21,Brussels
3622,Asse,vlaams-brabant,Mollestraat 42,Brussels
3623,Wemmel,vlaams-brabant,E. Van Elewijckstraat 33 0,Brussels
3624,Grimbergen,vlaams-brabant,LEOPOLD LUYPAERTSTRAAT 96,Brussels
3625,Drogenbos,vlaams-brabant,,Brussels
3626,Dilbeek,vlaams-brabant,Rozenlaan 39,Brussels
3627,Asse,vlaams-brabant,Domberg 22,Brussels
3628,Aarschot,vlaams-brabant,Leuvensesteenweg 402,Leuven
3629,Wemmel,vlaams-brabant,Romeinsesteenweg 904,Brussels
3630,Merchtem,vlaams-brabant,Dendermondestraat 37 2,Brussels
3631,Vollezele,vlaams-brabant,Hulstraat 9,Brussels
3632,Beersel,vlaams-brabant,Dwersbos 127,Brussels
3633,Tienen,vlaams-brabant,Groot Begijnhof 40,Leuven
3634,Averbode,vlaams-brabant,Turnhoutsebaan 85,Leuven
3635,Affligem,vlaams-brabant,Potaardestraat 24,Brussels
3636,Leuven,vlaams-brabant,Schapenstraat 66 405,Leuven
3637,Vilvoorde,vlaams-brabant,Nijverheidsstraat 9 1 2,Brussels
3638,Dilbeek,vlaams-brabant,Hoogveldlaan 11,Brussels
3639,Heverlee,vlaams-brabant,IJzerenmolenstraat 150 0302,Leuven
3640,Sint-Pieters-Leeuw,vlaams-brabant,,Brussels
3641,Zellik,vlaams-brabant,Bronstraat 7 7,Brussels
3642,Wemmel,vlaams-brabant,de Limburg Stirumlaan 257-263,Brussels
3643,Buizingen,vlaams-brabant,,Brussels
3644,Machelen,vlaams-brabant,Woluwelaan 98,Brussels
3645,Merchtem,vlaams-brabant,Alfons Bursensstraat 7 32,Brussels
3646,Baal,vlaams-brabant,Nobelstraat 121,Leuven
3647,Wemmel,vlaams-brabant,Nerviërslaan 6,Brussels
3648,Asse,vlaams-brabant,Vronemeers 27 5,Brussels
3649,Leuven,vlaams-brabant,Naamsesteenweg 44 0201,Leuven
3650,Tervuren,vlaams-brabant,,Brussels
3651,Opwijk,vlaams-brabant,Heiveld 1 0201,Brussels
3652,Galmaarden,vlaams-brabant,,Brussels
3653,Ruisbroek,vlaams-brabant,fabriekstraat 345 6,Brussels
3654,Aarschot,vlaams-brabant,Herseltsesteenweg 151,Leuven
3655,Hoegaarden,vlaams-brabant,Boterstraat 16,Leuven
3656,Baal,vlaams-brabant,Betekomsestraat 4 1.1,Leuven
3657,Sint-Genesius-Rode,vlaams-brabant,Rue Neuve 18,Brussels
3658,Halle,vlaams-brabant,Devlemincklaan 4 1,Brussels
3659,Roosdaal,vlaams-brabant,Kriebrugstraat 6 6,Brussels
3660,Galmaarden,vlaams-brabant,,Brussels
3661,Lubbeek,vlaams-brabant,Diestsesteenweg 104 13,Leuven
3662,Zellik,vlaams-brabant,Frans Timmermansstraat 111 0205,Brussels
3663,Vilvoorde,vlaams-brabant,Keiputvoetweg 3,Brussels
3664,Zellik,vlaams-brabant,Termolenhoflaan 54 2,Brussels
3665,Sint-Pieters-Leeuw,vlaams-brabant,Jean Dambrestraat 74,Brussels
3666,Meise,vlaams-brabant,Krogstraat,Brussels
3667,Tervuren,vlaams-brabant,,Brussels
3668,Leuven,vlaams-brabant,Kortestraat 9 6.3,Leuven
3669,Sint-Pieters-Leeuw,vlaams-brabant,Petrus Basteleusstraat 89,Brussels
3670,Wemmel,vlaams-brabant,Guido Gezellestraat 20,Brussels
