,city,province,address,nearest_city
0,Deurne,antwerp,Bisschoppenhoflaan 289,Antwerp
1,Boom,antwerp,Nielsestraat 192,Antwerp
2,Turnhout,antwerp,Duifhuisstraat 3 4,Antwerp
3,Morkhoven,antwerp,Berteneinde 19,Leuven
4,Beerzel,antwerp,Hoogstraat 46,Leuven
5,Geel,antwerp,Larum 58b,Leuven
6,Beerzel,antwerp,Hoogstraat 135,Leuven
7,Oud-Turnhout,antwerp,Steenweg op Sevendonk 3 1,Antwerp
8,Willebroek,antwerp,Dendermondsesteenweg 129 A,Antwerp
9,Boom,antwerp,Henri Spillemaeckersstraat 7 009A,Antwerp
10,Berchem,antwerp,Fruithoflaan 98 19,Antwerp
11,Herentals,antwerp,Herenthoutseweg 85 1C,Antwerp
12,Turnhout,antwerp,Dessauerplein 1,Antwerp
13,Turnhout,antwerp,Dessauerplein 1,Antwerp
14,Turnhout,antwerp,Kerkplein 32-34,Antwerp
15,Herentals,antwerp,Nederrij 89,Antwerp
16,Herentals,antwerp,Nederrij 87,Antwerp
17,Balen,antwerp,Nieuwendijk,Leuven
18,Boom,antwerp,Kapelstraat 8,Antwerp
19,Geel,antwerp,Patronaatstraat 27 F,Leuven
20,Antwerp,antwerp,Joannasteeg 6,Antwerp
21,Deurne,antwerp,Ter Heydelaan 133 5,Antwerp
22,Berchem,antwerp,De Roest d'Alkemadelaan 5 82,Antwerp
23,Mechelen,antwerp,Leopoldstraat 80 402,Brussels
24,Mol,antwerp,Kromstraat 15,Leuven
25,Borgerhout,antwerp,Eugeen Joorsstraat 11,Antwerp
26,Beerzel,antwerp,Hoogstraat 133,Leuven
27,Antwerp,antwerp,Maurits Sabbelaan 7 201,Antwerp
28,Turnhout,antwerp,Dessauerplein 1,Antwerp
29,Deurne,antwerp,Bisschoppenhoflaan 303 501,Antwerp
30,Turnhout,antwerp,Dessauerplein 1,Antwerp
31,Lier,antwerp,Kapmes 8 2,Antwerp
32,Turnhout,antwerp,Dessauerplein 1,Antwerp
33,Turnhout,antwerp,Dessauerplein 1,Antwerp
34,Turnhout,antwerp,Dessauerplein 1,Antwerp
35,Antwerp,antwerp,Berchemlei 75 201,Antwerp
36,Hoboken,antwerp,Sint-Bernardsesteenweg 629 301,Antwerp
37,Antwerp,antwerp,Pothoekstraat 35 4,Antwerp
38,Deurne,antwerp,Ergo-de Waellaan 4 201,Antwerp
39,Turnhout,antwerp,steenweg op oosthoven 54,Antwerp
40,Antwerp,antwerp,Helenalei 24A 045,Antwerp
41,Deurne,antwerp,Cogelsplein 26 301,Antwerp
42,Essen,antwerp,Stationsstraat 52 2,Antwerp
43,Deurne,antwerp,Van Duyststraat 151 11B,Antwerp
44,Turnhout,antwerp,Dessauerplein 1,Antwerp
45,Herentals,antwerp,Herenthoutseweg 85 1D,Antwerp
46,Deurne,antwerp,Baron Leroystraat 34 101,Antwerp
47,Deurne,antwerp,Ter Heydelaan 344 7,Antwerp
48,Hoboken,antwerp,Meerlenhoflaan 13 2,Antwerp
49,Turnhout,antwerp,Korte Gasthuisstraat 30 7,Antwerp
50,Antwerp,antwerp,Leopoldstraat 63 13,Antwerp
51,Merksem,antwerp,Lambrechtshoekenlaan 209 1106,Antwerp
52,Heist-op-den-Berg,antwerp,Boudewijnlaan 9,Leuven
53,Antwerp,antwerp,Bexstraat 19 9,Antwerp
54,Arendonk,antwerp,Hovestraat 2 5,Antwerp
55,Antwerp,antwerp,Helenalei 24A 011,Antwerp
56,Deurne,antwerp,Alfons Schneiderlaan 167 3V,Antwerp
57,Merksem,antwerp,Campiniastraat 78 1V,Antwerp
58,Merksem,antwerp,Groenendaallaan 89 7,Antwerp
59,Antwerp,antwerp,Kempisch Dok Oostkaai 33,Antwerp
60,Mol,antwerp,Kiezelweg,Leuven
61,Antwerp,antwerp,Dambruggestraat 68 3,Antwerp
62,Mortsel,antwerp,Liersesteenweg 256 GLV,Antwerp
63,Antwerp,antwerp,Diepestraat 65 201,Antwerp
64,Turnhout,antwerp,Merode-Center 2 2,Antwerp
65,Turnhout,antwerp,Korte Begijnenstraat 8 6,Antwerp
66,Kontich,antwerp,Koningin Astridlaan 37,Antwerp
67,Antwerp,antwerp,Greinstraat 53 402,Antwerp
68,Herselt,antwerp,Kiekuitstraat 2,Leuven
69,Mortsel,antwerp,Liersesteenweg 254 2,Antwerp
70,Antwerp,antwerp,Kipdorp 61,Antwerp
71,Merksem,antwerp,nieuwdreef 123,Antwerp
72,Antwerp,antwerp,Boomsesteenweg 329 301,Antwerp
73,Antwerp,antwerp,Carnotstraat 152 301,Antwerp
74,Borgerhout,antwerp,Turnhoutsebaan 455 10 C,Antwerp
75,Deurne,antwerp,bosuil 27 52,Antwerp
76,Antwerp,antwerp,Appelmansstraat 23 1,Antwerp
77,Antwerp,antwerp,Frankrijklei 41/43,Antwerp
78,Mortsel,antwerp,Liersesteenweg 256 1L,Antwerp
79,Borgerhout,antwerp,Turnhoutsebaan 209 2,Antwerp
80,Boom,antwerp,Voetballersstraat 28,Antwerp
81,Antwerp,antwerp,Somméstraat 21-23,Antwerp
82,Boom,antwerp,Voetballersstraat 28,Antwerp
83,Deurne,antwerp,Kerkeveldlaan 41,Antwerp
84,Turnhout,antwerp,De Merodelei 247 4,Antwerp
85,Ekeren,antwerp,Jozef Ickxstraat 28,Antwerp
86,Deurne,antwerp,Lakborslei 491 102,Antwerp
87,Turnhout,antwerp,Dessauerplein 1,Antwerp
88,Antwerp,antwerp,Belgiëlei 94,Antwerp
89,Turnhout,antwerp,Dessauerplein 1,Antwerp
90,Merksem,antwerp,Lambrechtshoekenlaan 211 0604,Antwerp
91,Boom,antwerp,Voetballersstraat 28,Antwerp
92,Deurne,antwerp,Frans Baetensstraat 6,Antwerp
93,Schoten,antwerp,Brechtsebaan 249/2,Antwerp
94,Mortsel,antwerp,Antwerpsestraat 74 2,Antwerp
95,Antwerp,antwerp,Lange Kongostraat 43,Antwerp
96,Antwerp,antwerp,Volkstraat 50 4V,Antwerp
97,Mortsel,antwerp,Liersesteenweg 254 GLV,Antwerp
98,Antwerp,antwerp,Frankrijklei 41/43,Antwerp
99,Mortsel,antwerp,Liersesteenweg 254 1,Antwerp
100,Turnhout,antwerp,Lodewijk de Koninckstraat 10,Antwerp
101,Ramsel,antwerp,Maasvelden 14-16,Leuven
102,Mol,antwerp,Ginderbroek 15,Leuven
103,Mol,antwerp,Ginderbroek 17,Leuven
104,Turnhout,antwerp,schorvoortstraat 6 2,Antwerp
105,Hoboken,antwerp,Sint-Bernardsesteenweg 736 201,Antwerp
106,Deurne,antwerp,Jan van Parijsstraat 18,Antwerp
107,Antwerp,antwerp,Pothoekstraat 178 31,Antwerp
108,Antwerp,antwerp,Cassiersstraat 41,Antwerp
109,Herselt,antwerp,Achter de Wereld 6K,Leuven
110,Poppel,antwerp,Tulderbos 15 A,Antwerp
111,Grobbendonk,antwerp,Herentalse steenweg 57 2.07,Antwerp
112,Herselt,antwerp,De Schrieken 49,Leuven
113,Turnhout,antwerp,Korte Veldstraat 1,Antwerp
114,Berchem,antwerp,Coveliersstraat 6 2.10,Antwerp
115,Laakdal,antwerp,Oude Tramlijn 2B 13,Leuven
116,Turnhout,antwerp,Rubensstraat 3 8,Antwerp
117,Wilrijk,antwerp,Kruishofstraat 146 8C,Antwerp
118,Wommelgem,antwerp,Autolei 83 2V,Antwerp
119,Rijmenam,antwerp,Eertberglei 42,Leuven
120,Merksem,antwerp,Flamingostraat 17 201,Antwerp
121,Antwerp,antwerp,Greinstraat 53,Antwerp
122,Nijlen,antwerp,Molenstraat 71,Antwerp
123,Berchem,antwerp,Coveliersstraat 6 2.10,Antwerp
124,Antwerp,antwerp,Berchemlei 85 202,Antwerp
125,Herentals,antwerp,Glasstraat 27,Antwerp
126,Mol,antwerp,Kiezelweg 17 - 549,Leuven
127,Lier,antwerp,Lindenstraat 68,Antwerp
128,Merksem,antwerp,Moeshofstraat 139 2L,Antwerp
129,Grobbendonk,antwerp,Herentalsesteenweg 59 008,Antwerp
130,Deurne,antwerp,Wouter Haecklaan 2 4b,Antwerp
131,Herentals,antwerp,De Zaatweg 6 11,Antwerp
132,Herentals,antwerp,Markgravenstraat 45,Antwerp
133,Edegem,antwerp,Ernest Jouretlaan 2 02VA,Antwerp
134,Merksem,antwerp,Bredabaan 874 5,Antwerp
135,Mechelen,antwerp,Zwartzustersvest 29 001,Antwerp
136,Herentals,antwerp,Koulaak 33,Antwerp
137,Herentals,antwerp,Nonnenstraat 27 A,Antwerp
138,Deurne,antwerp,Wouter Haecklaan 2 4a,Antwerp
139,Merksem,antwerp,Van Heybeeckstraat 1 101,Antwerp
140,Rijkevorsel,antwerp,Molenstraat 23,Antwerp
141,Putte,antwerp,Hoogstraat 1,Leuven
142,Berchem,antwerp,Potvlietlaan 10 19,Antwerp
143,Deurne,antwerp,Maria de Heeltstraat 3 GLV,Antwerp
144,Meerhout,antwerp,Kapellestraat 110,Leuven
145,Lier,antwerp,Berlaarsesteenweg 27,Antwerp
146,Wechelderzande,antwerp,Dokter Karel Van Noppenstraat 21,Antwerp
147,Deurne,antwerp,Wouter Haecklaan 1 39,Antwerp
148,Deurne,antwerp,Bisschoppenhoflaan 314 20,Antwerp
149,Grobbendonk,antwerp,Herentalse steenweg 59 2.1 001,Antwerp
150,Antwerp,antwerp,Ellermanstraat 61 212,Antwerp
151,Berchem,antwerp,Coremansstraat 1 2F,Antwerp
152,Turnhout,antwerp,de Merodelei 95 14,Antwerp
153,Boom,antwerp,Antwerpsestraat 91 B2,Antwerp
154,Antwerp,antwerp,Van Stralenstraat 19 14,Antwerp
155,Deurne,antwerp,Leeuwlantstraat 105 1,Antwerp
156,Borgerhout,antwerp,Sergeyselsstraat 45 5,Antwerp
157,Arendonk,antwerp,Hovestraat 2 2,Antwerp
158,Antwerp,antwerp,Korte Van Sterbeeckstraat 7,Antwerp
159,Deurne,antwerp,Wouter Haecklaan 6 601,Antwerp
160,Antwerp,antwerp,Italiëlei 227-233 S6,Antwerp
161,Geel,antwerp,Valkenborch 16 c,Leuven
162,Mortsel,antwerp,Mechelsesteenweg 132 2,Antwerp
163,Oud-Turnhout,antwerp,Steenweg op Turnhout 39 2,Antwerp
164,Wilrijk,antwerp,Kruishofstraat 146 4E,Antwerp
165,Antwerp,antwerp,Morckhovenlei 39,Antwerp
166,Deurne,antwerp,Leeuwlantstraat 105 2,Antwerp
167,Antwerp,antwerp,Italiëlei 227-233 S14,Antwerp
168,Antwerp,antwerp,Lange Beeldekensstraat 193 V3,Antwerp
169,Oud-Turnhout,antwerp,Steenweg op Turnhout 39 3,Antwerp
170,Mortsel,antwerp,Sint-Annalei 26,Antwerp
171,Borgerhout,antwerp,Appelstraat 4A 001,Antwerp
172,Ekeren,antwerp,Kouter 17 2,Antwerp
173,Antwerp,antwerp,Van Maerlantstraat 68 3,Antwerp
174,Geel,antwerp,Rijn 54 K,Leuven
175,Burcht,antwerp,pastoor coplaan 210,Antwerp
176,Gierle,antwerp,Patrijzenpad,Antwerp
177,Willebroek,antwerp,Vooruitgangsstraat 95,Antwerp
178,Antwerp,antwerp,Rotterdamstraat 80,Antwerp
179,Mol,antwerp,Kiezelweg 17 245,Leuven
180,Oud-Turnhout,antwerp,Steenweg op Turnhout 39 8,Antwerp
181,Antwerp,antwerp,Rotterdamstraat 80,Antwerp
182,Antwerp,antwerp,Ellermanstraat 61 217,Antwerp
183,Mortsel,antwerp,Antwerpsestraat 101 V2,Antwerp
184,Antwerp,antwerp,De Bosschaertstraat 60 C8,Antwerp
185,Grobbendonk,antwerp,Quinten Matsyslaan 14,Antwerp
186,Antwerp,antwerp,Rotterdamstraat 80 2,Antwerp
187,Antwerp,antwerp,Belgiëlei 94 503,Antwerp
188,Herentals,antwerp,Kapucijnenstraat 12,Antwerp
189,Balen,antwerp,Heerbaan ZN,Leuven
190,Merksem,antwerp,Leiebos 21 1,Antwerp
191,Antwerp,antwerp,Carnotstraat 27 46,Antwerp
192,Deurne,antwerp,Te Couwelaarlei 93,Antwerp
193,Berchem,antwerp,De Roest d'Alkemadelaan 13 3,Antwerp
194,Edegem,antwerp,Ullensstraat 51,Antwerp
195,Antwerp,antwerp,August Vermeylenlaan 1,Antwerp
196,Turnhout,antwerp,Duifhuisstraat 24 7,Antwerp
197,Willebroek,antwerp,Mechelsesteenweg 84A,Antwerp
198,Merksem,antwerp,Lambrechtshoekenlaan 209 B1,Antwerp
199,Antwerp,antwerp,Rotterdamstraat 80,Antwerp
200,Beerse,antwerp,Opstal 6,Antwerp
201,Antwerp,antwerp,August Vermeylenlaan 5,Antwerp
202,Mechelen,antwerp,Brusselsesteenweg 11 03,Brussels
203,Borgerhout,antwerp,Blijde-Inkomststraat 1 14,Antwerp
204,Herentals,antwerp,Fraikinstraat 30,Antwerp
205,Sint-Katelijne-Waver,antwerp,Markt 20 2L,Antwerp
206,Berchem,antwerp,Velodroomstraat 15 401,Antwerp
207,Wilrijk,antwerp,Rooiboslaan 97,Antwerp
208,Merksem,antwerp,Minister Delbekelaan 3,Antwerp
209,Mol,antwerp,Kiezelweg 17 T239,Leuven
210,Antwerp,antwerp,Stijfselrui 16 4,Antwerp
211,Merksem,antwerp,Leiebos 31,Antwerp
212,Mol,antwerp,Kiezelweg 17 255,Leuven
213,Geel,antwerp,Waaiburg 81,Leuven
214,Willebroek,antwerp,Overwinningsstraat 50 302,Antwerp
215,Mol,antwerp,Kiezelweg 17 - 597,Leuven
216,Antwerp,antwerp,Italiëlei 227-229 408,Antwerp
217,Mortsel,antwerp,Sint-Benedictusstraat 63,Antwerp
218,Herentals,antwerp,Sint-Jobsstraat 193,Antwerp
219,Wilrijk,antwerp,Oosterveldlaan 33,Antwerp
220,Mol,antwerp,Kiezelweg 17 - 594,Leuven
221,Antwerp,antwerp,August Vermeylenlaan 21,Antwerp
222,Ekeren,antwerp,Gebroeders Leemansstraat 13,Antwerp
223,Mol,antwerp,Kiezelweg 17 - 595,Leuven
224,Deurne,antwerp,Arendshoflaan 24 2,Antwerp
225,Merksem,antwerp,Dokter Maurice Timmermanslaan 47 101,Antwerp
226,Antwerp,antwerp,Van Kerckhovenstraat 68 201,Antwerp
227,Balen,antwerp,Deliestraat 78,Leuven
228,Balen,antwerp,Alfons Dierckxstraat 9 2,Leuven
229,Antwerp,antwerp,Carnotstraat 27 3A1,Antwerp
230,Deurne,antwerp,Bisschoppenhoflaan 314 21,Antwerp
231,Lier,antwerp,Mechelsesteenweg 44 2,Antwerp
232,Mol,antwerp,,Leuven
233,Antwerp,antwerp,Carnotstraat 65 C10,Antwerp
234,Deurne,antwerp,Bisschoppenhoflaan 484,Antwerp
235,Antwerp,antwerp,Van Kerckhovenstraat 68 101,Antwerp
236,Deurne,antwerp,Bosuil 83 11H,Antwerp
237,Borgerhout,antwerp,Turnhoutsebaan 457 4E,Antwerp
238,Niel,antwerp,Kapelstraat 23,Antwerp
239,Wilrijk,antwerp,Scheidingstraat 5 101,Antwerp
240,Sint-Lenaarts,antwerp,Heiken 21,Antwerp
241,Deurne,antwerp,Bosuil 27 8,Antwerp
242,Borgerhout,antwerp,Appelstraat 4A 101,Antwerp
243,Boom,antwerp,Hoek 54,Antwerp
244,Turnhout,antwerp,Molenstraat 56 2,Antwerp
245,Bornem,antwerp,Sint-Amandsesteenweg 107 305,Antwerp
246,Mol,antwerp,Kiezelweg 17 - 596,Leuven
247,Berchem,antwerp,Pieter Jozef Nauwelaertsstraat 33 9,Antwerp
248,Mol,antwerp,Kiezelweg 17 - 104,Leuven
249,Deurne,antwerp,Buizerdlaan 1 2V,Antwerp
250,Mol,antwerp,Kiezelweg 17 - 548,Leuven
251,Mol,antwerp,Kiezelweg 17 - 547,Leuven
252,Mol,antwerp,Kiezelweg 17 - 565,Leuven
253,Mol,antwerp,Kiezelweg 17 - 584,Leuven
254,Mol,antwerp,Kiezelweg 17 - 552,Leuven
255,Mol,antwerp,Kiezelweg 17 - 546,Leuven
256,Mol,antwerp,Kiezelweg 17 - 570,Leuven
257,Mol,antwerp,Kiezelweg 17 - 591,Leuven
258,Mol,antwerp,Kiezelweg 17 - 550,Leuven
259,Mol,antwerp,Kiezelweg 17 - 564,Leuven
260,Mol,antwerp,Kiezelweg 17 - 554,Leuven
261,Boom,antwerp,Henri Spillemaeckersstraat 7 2B,Antwerp
262,Mol,antwerp,Kiezelweg 17 - 551,Leuven
263,Antwerp,antwerp,Van Eycklei 39 A2,Antwerp
264,Antwerp,antwerp,Gloriantlaan 51,Antwerp
265,Willebroek,antwerp,Appeldonkstraat 165,Antwerp
266,Mol,antwerp,Kiezelweg 17 - 586,Leuven
267,Herselt,antwerp,,Leuven
268,Deurne,antwerp,Kerkeveldlaan 41 602,Antwerp
269,Borgerhout,antwerp,Turnhoutsebaan 457 18E,Antwerp
270,Geel,antwerp,Stationsstraat 49,Leuven
271,Herentals,antwerp,Stationsstraat 29,Antwerp
272,Borgerhout,antwerp,Bleekhofstraat 117 8B,Antwerp
273,Ranst,antwerp,Eksterlaan 11 22,Antwerp
274,Antwerp,antwerp,Carnotstraat 65 A6,Antwerp
275,Mol,antwerp,,Leuven
276,Antwerp,antwerp,Volkstraat 50 4V,Antwerp
277,Mol,antwerp,,Leuven
278,Borgerhout,antwerp,Turnhoutsebaan 158 301,Antwerp
279,Mol,antwerp,,Leuven
280,Balen,antwerp,Reit 22,Leuven
281,Schoten,antwerp,Heikantstraat 66,Antwerp
282,Mol,antwerp,Kiezelweg 17,Leuven
283,Geel,antwerp,Winkelomseheide 158,Leuven
284,Duffel,antwerp,Leopoldstraat 86,Antwerp
285,Antwerp,antwerp,Kruishofstraat 146,Antwerp
286,Borgerhout,antwerp,Turnhoutsebaan 457,Antwerp
287,Mol,antwerp,Kiezelweg 17 257,Leuven
288,Borsbeek,antwerp,Brouwershoek 24 8,Antwerp
289,Geel,antwerp,Dr.-Van de Perrestraat 266 1,Leuven
290,Turnhout,antwerp,Steenweg op Gierle 126,Antwerp
291,Turnhout,antwerp,Duifhuisstraat 24 8,Antwerp
292,Mol,antwerp,Kiezelweg 17,Leuven
293,Geel,antwerp,,Leuven
294,Hoboken,antwerp,Weerstandlaan 61 153,Antwerp
295,Wilrijk,antwerp,Julius De Geyterstraat 118 B301,Antwerp
296,Wilrijk,antwerp,Scheidingstraat 5 001,Antwerp
297,Wilrijk,antwerp,Bist 46 A 102,Antwerp
298,Wilrijk,antwerp,Scheidingstraat 5 201,Antwerp
299,Antwerp,antwerp,Plantin en Moretuslei 2 901,Antwerp
300,Antwerp,antwerp,Osystraat 35 1,Antwerp
301,Deurne,antwerp,Venneborglaan 38A,Antwerp
302,Edegem,antwerp,Doelveldstraat 32,Antwerp
303,Geel,antwerp,Winkelomseheide 158,Leuven
304,Hoogstraten,antwerp,Heilig Bloedlaan 293,Antwerp
305,Willebroek,antwerp,Gieterijstraat 1 105,Antwerp
306,Rumst,antwerp,Veerstraat 47,Antwerp
307,Beerse,antwerp,Lilsedijk 18,Antwerp
308,Aartselaar,antwerp,Pierstraat 352,Antwerp
309,Mechelen,antwerp,Arendonckstraat 8,Antwerp
310,Boom,antwerp,Nielsestraat 90 101,Antwerp
311,Boom,antwerp,Brandstraat 70,Antwerp
312,Oostmalle,antwerp,Lierselei 11 3,Antwerp
313,Mechelen,antwerp,Bergstraat 24,Antwerp
314,Mechelen,antwerp,Bergstraat 13,Antwerp
315,Malle,antwerp,Zwanenstraat 11 2,Antwerp
316,Antwerp,antwerp,Haantjeslei 105 302,Antwerp
317,Putte,antwerp,Lierbaan 80,Leuven
318,Breendonk,antwerp,Molenheide 68 4,Antwerp
319,Tisselt,antwerp,Jozef De Blockstraat 17,Antwerp
320,Beerse,antwerp,Gasthuisstraat 26 2,Antwerp
321,Beerse,antwerp,Eikenstraat 47/1,Antwerp
322,Mechelen,antwerp,Oscar Van Kesbeeckstraat 9 205,Antwerp
323,Mechelen,antwerp,Willem Geetsstraat 1 201,Brussels
324,Mechelen,antwerp,Elektriciteitstraat 31 1301,Antwerp
325,Beerse,antwerp,Molenberg 68,Antwerp
326,Mechelen,antwerp,Koningin Astridlaan 138 701,Brussels
327,Kapellen,antwerp,Albert-Louisastraat 28,Antwerp
328,Willebroek,antwerp,Dendermondsesteenweg 28,Antwerp
329,Borsbeek,antwerp,Jozef Reusenslei 43 1,Antwerp
330,Antwerp,antwerp,Halewijnlaan 51 703,Antwerp
331,Leest,antwerp,Dorpstraat 60,Antwerp
332,Mechelen,antwerp,Keizerstraat 68,Antwerp
333,Niel,antwerp,Schuttershofstraat 55,Antwerp
334,Willebroek,antwerp,Dendermondsesteenweg 28,Antwerp
335,Mechelen,antwerp,Putsesteenweg 28,Leuven
336,Mechelen,antwerp,Grote Nieuwedijkstraat 345 1,Antwerp
337,Mechelen,antwerp,Guldenbodemstraat 1,Antwerp
338,Antwerp,antwerp,Julius De Geyterstraat 207 101,Antwerp
339,Willebroek,antwerp,Overwinningsstraat 165 310,Antwerp
340,Boom,antwerp,Blauwstraat 31,Antwerp
341,Antwerp,antwerp,Klapdorp 53 301,Antwerp
342,Mol,antwerp,Edmond Van Hoofstraat 5/8 8,Leuven
343,Balen,antwerp,Gerheide 81,Leuven
344,Borgerhout,antwerp,Bacchuslaan 26 A,Antwerp
345,Antwerp,antwerp,Belgiëlei 146 501,Antwerp
346,Deurne,antwerp,Petrus De Beuckelaerlaan 15 GLV,Antwerp
347,Mortsel,antwerp,Edmond Thieffrylaan 104 1,Antwerp
348,Antwerp,antwerp,Maatsstraat 2,Antwerp
349,Merksem,antwerp,Moeshofstraat 35,Antwerp
350,Schriek,antwerp,Kapelstraat 48,Leuven
351,Duffel,antwerp,Leopoldstraat 125,Antwerp
352,Mortsel,antwerp,Edmond Thieffrylaan 104 2,Antwerp
353,Hemiksem,antwerp,Bredestraat 17,Antwerp
354,Herentals,antwerp,Lantaarnpad 9 202,Antwerp
355,Deurne,antwerp,Bosuil 76 27,Antwerp
356,Antwerp,antwerp,Henri Van Heurckstraat 19 103,Antwerp
357,Deurne,antwerp,Confortalei 211,Antwerp
358,Antwerp,antwerp,gasstraat 7 3,Antwerp
359,Antwerp,antwerp,Oude Koornmarkt 49,Antwerp
360,Antwerp,antwerp,Hoogstraat 49 101,Antwerp
361,Herentals,antwerp,Belgielaan 23B,Antwerp
362,Wilrijk,antwerp,Rucaplein 540,Antwerp
363,Rijkevorsel,antwerp,Eikendreef 82,Antwerp
364,Antwerp,antwerp,Gabriëllastraat 14,Antwerp
365,Mortsel,antwerp,Vijf-aprilwarande 87 V1,Antwerp
366,Willebroek,antwerp,Stationsstraat 16,Antwerp
367,Merksem,antwerp,Roederdelft 34,Antwerp
368,Nijlen,antwerp,Haverweg 9 C,Antwerp
369,Mortsel,antwerp,,Antwerp
370,Antwerp,antwerp,Lambermontstraat 30 401,Antwerp
371,Lier,antwerp,Sint-Bernardusstraat 42 2,Antwerp
372,Herentals,antwerp,Burchtstraat 14,Antwerp
373,Antwerp,antwerp,Tulpstraat 57,Antwerp
374,Kapellen,antwerp,Heiveldlaan 26 3,Antwerp
375,Onze-Lieve-Vrouw-Waver,antwerp,Dijk 24,Antwerp
376,Wommelgem,antwerp,Dasstraat 36 1 Rechts,Antwerp
377,Deurne,antwerp,Edelvalklaan 17 2,Antwerp
378,Antwerp,antwerp,Korte Van Ruusbroecstraat 24,Antwerp
379,Mechelen,antwerp,Brusselsesteenweg 68,Brussels
380,Lier,antwerp,Sint-Bernardusstraat 42 1,Antwerp
381,Turnhout,antwerp,Dessauerplein 1,Antwerp
382,Antwerp,antwerp,Herderstraat 45,Antwerp
383,Wuustwezel,antwerp,Bredabaan 419B,Antwerp
384,Turnhout,antwerp,Dessauerplein 1,Antwerp
385,Turnhout,antwerp,Oude Vaartstraat 36 5,Antwerp
386,Antwerp,antwerp,Sparrenstraat 7 301,Antwerp
387,Deurne,antwerp,ter Rivierenlaan 6,Antwerp
388,Herentals,antwerp,Sint-Jobsstraat 3,Antwerp
389,Antwerp,antwerp,Oranjestraat 117,Antwerp
390,Merksem,antwerp,Groenendaallaan 160 402,Antwerp
391,Turnhout,antwerp,Dessauerplein 1,Antwerp
392,Turnhout,antwerp,Dessauerplein 1,Antwerp
393,Antwerp,antwerp,Turnhoutsebaan 158 301,Antwerp
394,Antwerp,antwerp,Isabellalei 3A 8,Antwerp
395,Boom,antwerp,Dirkputstraat 77,Antwerp
396,Putte,antwerp,Wipstraat 4 3,Leuven
397,Willebroek,antwerp,Mechelsesteenweg 36,Antwerp
398,Turnhout,antwerp,Dessauerplein 1,Antwerp
399,Ekeren,antwerp,Geestenspoor 34,Antwerp
400,Turnhout,antwerp,Dessauerplein 1,Antwerp
401,Borgerhout,antwerp,Morckhovenlei 25 401,Antwerp
402,Turnhout,antwerp,Dessauerplein 1,Antwerp
403,Turnhout,antwerp,Dessauerplein 1,Antwerp
404,Turnhout,antwerp,Dessauerplein 1,Antwerp
405,Turnhout,antwerp,Dessauerplein 1,Antwerp
406,Turnhout,antwerp,Dessauerplein 1,Antwerp
407,Turnhout,antwerp,Dessauerplein 1,Antwerp
408,Turnhout,antwerp,Dessauerplein 1,Antwerp
409,Turnhout,antwerp,Dessauerplein 1,Antwerp
410,Turnhout,antwerp,Dessauerplein 1,Antwerp
411,Turnhout,antwerp,Dessauerplein 1,Antwerp
412,Turnhout,antwerp,Dessauerplein 1,Antwerp
413,Turnhout,antwerp,Dessauerplein 1,Antwerp
414,Turnhout,antwerp,Dessauerplein 1,Antwerp
415,Turnhout,antwerp,Dessauerplein 1,Antwerp
416,Turnhout,antwerp,Korte Gasthuisstraat 24 8,Antwerp
417,Turnhout,antwerp,Dessauerplein 1,Antwerp
418,Turnhout,antwerp,Dessauerplein 1,Antwerp
419,Turnhout,antwerp,Dessauerplein 1,Antwerp
420,Geel,antwerp,Rozendaal 138,Leuven
421,Borsbeek,antwerp,Karel Soetelaan 43 2,Antwerp
422,Turnhout,antwerp,Dessauerplein 1,Antwerp
423,Borgerhout,antwerp,Turnhoutsebaan 455 0502,Antwerp
424,Lier,antwerp,Kapmes 12 2,Antwerp
425,Lier,antwerp,Kapmes 12 2,Antwerp
426,Hoboken,antwerp,Kilstraat 35,Antwerp
427,Mechelen,antwerp,Sint-Lambertuslaan 61,Leuven
428,Duffel,antwerp,Wouwendonkstraat 29,Antwerp
429,Mol,antwerp,Langestraat 21,Leuven
430,Antwerp,antwerp,Sint-Bernardsesteenweg 133 203,Antwerp
431,Herentals,antwerp,Nonnenvest 2,Antwerp
432,Turnhout,antwerp,Kasteelloop 28,Antwerp
433,Herentals,antwerp,Nonnenvest 2,Antwerp
434,Turnhout,antwerp,Albrecht Rodenbachplantsoen 100,Antwerp
435,Deurne,antwerp,Te Couwelaarlei 103 1402,Antwerp
436,Blaasveld,antwerp,Molenstraat 5,Antwerp
437,Willebroek,antwerp,Edmond de Grimbergheplein 23,Antwerp
438,Borgerhout,antwerp,Florastraat 107,Antwerp
439,Muizen,antwerp,Sint-Lambertuslaan 61,Leuven
440,Turnhout,antwerp,Schippersstraat 10 8,Antwerp
441,Antwerp,antwerp,Ellermanstraat 61 1407,Antwerp
442,Turnhout,antwerp,Kasteelloop 28,Antwerp
443,Deurne,antwerp,Generaal Slingeneyerlaan 26 2,Antwerp
444,Antwerp,antwerp,Lange Lozanastraat 233 604,Antwerp
445,Duffel,antwerp,Wouwendonkstraat 31,Antwerp
446,Edegem,antwerp,Fakkelstraat 5 101,Antwerp
447,Geel,antwerp,Dr.-Van de Perrestraat 249 B,Leuven
448,Antwerp,antwerp,Waterhoenlaan 11 9,Antwerp
449,Itegem,antwerp,Melkouwenstraat 14,Leuven
450,Mechelen,antwerp,Liersesteenweg 69,Antwerp
451,Mortsel,antwerp,Singel 53 v1,Antwerp
