,city,province,address,nearest_city
4154,Londerzeel,vlaams-brabant,Topmolen 8,Brussels
4155,Wemmel,vlaams-brabant,Kaasmarkt 139 Wemmel 139,Brussels
4156,Asse,vlaams-brabant,,Brussels
4157,Zemst,vlaams-brabant,Larestraat 28,Brussels
4158,Lennik,vlaams-brabant,Frans Van der Steenstraat 119,Brussels
4159,Halle,vlaams-brabant,Basiliekstraat 8,Brussels
4160,Ruisbroek,vlaams-brabant,Karel Gilsonstraat 12B,Brussels
4161,Groot-Bijgaarden,vlaams-brabant,Brusselstraat 15,Brussels
4162,Tremelo,vlaams-brabant,Louisastraat 76,Leuven
4163,Huldenberg,vlaams-brabant,Gemeenteplein 23 0105,Leuven
4164,Grimbergen,vlaams-brabant,Huis Ten Halve 1 02 01,Brussels
4165,Beersel,vlaams-brabant,Steenweg op Ukkel 122 11,Brussels
4166,Vilvoorde,vlaams-brabant,Meeuwenlaan 112,Brussels
4167,Averbode,vlaams-brabant,Dennenlaan 45,Leuven
4168,Opwijk,vlaams-brabant,Mechelstraat 50,Brussels
4169,Vilvoorde,vlaams-brabant,Hoogveld 24,Brussels
4170,Leuven,vlaams-brabant,Tolhuizenstraat 35,Leuven
4171,Leuven,vlaams-brabant,Tiensestraat 133,Leuven
4172,Sint-Joris-Weert,vlaams-brabant,Kleinstraat 17,Leuven
4173,Londerzeel,vlaams-brabant,Bergstraat 93,Brussels
4174,Messelbroek,vlaams-brabant,Maasstraat 87,Leuven
4175,Relegem,vlaams-brabant,Eikstraat 5,Brussels
4176,Keerbergen,vlaams-brabant,Putsebaan 202,Leuven
4177,Erps-Kwerps,vlaams-brabant,Hof van Maurice Thibert 2,Leuven
4178,Tielt-Winge,vlaams-brabant,Dag- en Nachtstraat 3,Leuven
4179,Affligem,vlaams-brabant,Azalealaan 25,Brussels
4180,Erps-Kwerps,vlaams-brabant,Hof van Maurice Thibert /,Leuven
4181,Tervuren,vlaams-brabant,Overijsesteenweg 69B,Leuven
4182,Opwijk,vlaams-brabant,Mechelstraat 50,Brussels
4183,Leuven,vlaams-brabant,P.J. Van Benedenstraat 7,Leuven
4184,Opwijk,vlaams-brabant,Gasthuisstraat 25 0201,Brussels
4185,Wemmel,vlaams-brabant,VIERWINDENLAAN 1,Brussels
4186,Tremelo,vlaams-brabant,Veldonkstraat 304,Leuven
4187,Wommersom,vlaams-brabant,Klein Broekstraat 59,Leuven
4188,Vilvoorde,vlaams-brabant,Winkelveldstraat 113,Brussels
4189,Erps-Kwerps,vlaams-brabant,Hof van Maurice Thibert /,Leuven
4190,Dilbeek,vlaams-brabant,"Elegemstraat, 70",Brussels
4191,Tervuren,vlaams-brabant,Smisstraat 94,Leuven
4192,Oetingen,vlaams-brabant,Blijkheerstraat 36,Brussels
4193,Grimbergen,vlaams-brabant,A.Walraevensstraat 25 A,Brussels
4194,Steenokkerzeel,vlaams-brabant,,Brussels
4195,Tielt-Winge,vlaams-brabant,Keulestraat 27A,Leuven
4196,Zellik,vlaams-brabant,Sint-Corijnsweg,Brussels
4197,Londerzeel,vlaams-brabant,,Brussels
4198,Sterrebeek,vlaams-brabant,Waalsestraat 68,Brussels
4199,Wemmel,vlaams-brabant,,Brussels
4200,Sint-Pieters-Leeuw,vlaams-brabant,René de Renessestraat 58,Brussels
4201,Liedekerke,vlaams-brabant,Beukenlaan 9,Brussels
4202,Kessel-Lo,vlaams-brabant,Locomotievenstraat 50 0505,Leuven
4203,Vilvoorde,vlaams-brabant,Benoit Hanssenslaan 19,Brussels
4204,Oud-Heverlee,vlaams-brabant,Waversebaan 86,Leuven
4205,Vilvoorde,vlaams-brabant,Pauwstraat 7,Brussels
4206,Zellik,vlaams-brabant,Lusthuizenstraat 12,Brussels
4207,Kampenhout,vlaams-brabant,Frederik Wouterslaan 6,Leuven
4208,Dilbeek,vlaams-brabant,Berchemstraat 77,Brussels
4209,Sterrebeek,vlaams-brabant,J.M. Derscheidlaan 15+,Brussels
4210,Wemmel,vlaams-brabant,Koning Albert I Laan 50 3A,Brussels
4211,Vilvoorde,vlaams-brabant,Streekbaan 152,Brussels
4212,Merchtem,vlaams-brabant,Reedijk 22,Brussels
4213,Hofstade,vlaams-brabant,Tervuursesteenweg 403 LOT 4,Leuven
4214,Sint-Pieters-Kapelle,vlaams-brabant,,Brussels
4215,Deurne,vlaams-brabant,Pannehoeve 46,Leuven
4216,Zemst,vlaams-brabant,Stationslaan 119,Brussels
4217,Asse,vlaams-brabant,Platijn 9,Brussels
4218,Vilvoorde,vlaams-brabant,Perksestraat 88,Brussels
4219,Zemst,vlaams-brabant,Spiltstraat 14B,Brussels
4220,Merchtem,vlaams-brabant,Maurits Sacréstraat 57,Brussels
4221,Roosdaal,vlaams-brabant,,Brussels
4222,Merchtem,vlaams-brabant,Gasthuisstraat 8,Brussels
4223,Herent,vlaams-brabant,Omleiding 101-105 APP 03,Leuven
4224,Tervuren,vlaams-brabant,Gemeentestraat 27,Brussels
4225,Baal,vlaams-brabant,Fasbinderstraat 1 0001,Leuven
4226,Tremelo,vlaams-brabant,Pater Damiaanstraat 98,Leuven
4227,Herent,vlaams-brabant,Omleiding 101-105 APP 05,Leuven
4228,Grimbergen,vlaams-brabant,Meerstraat 103,Brussels
4229,Herent,vlaams-brabant,Half Daghmael 2 0203,Leuven
4230,Affligem,vlaams-brabant,Nieuwe Kassei 28,Brussels
4231,Galmaarden,vlaams-brabant,Kamketse 4,Brussels
4232,Kortenberg,vlaams-brabant,Leuvensesteenweg 175 10,Leuven
4233,Relegem,vlaams-brabant,Jan Baptist De Greeflaan 29,Brussels
4234,Sint-Pieters-Leeuw,vlaams-brabant,Stationsstraat 43,Brussels
4235,Halle,vlaams-brabant,Kasteelstraat 14,Brussels
4236,Zemst,vlaams-brabant,Brusselsesteenweg 78,Brussels
4237,Wemmel,vlaams-brabant,Chaussée Romaine 1036,Brussels
4238,Opwijk,vlaams-brabant,Wallekensweg 11,Brussels
4239,Sint-Genesius-Rode,vlaams-brabant,Avenue des Oies 4,Brussels
4240,Wemmel,vlaams-brabant,Chaussée Romaine 1036,Brussels
4241,Sint-Pieters-Leeuw,vlaams-brabant,Dauw-Defossezlaan 69,Brussels
4242,Tervuren,vlaams-brabant,Oppemstraat 6 2,Brussels
4243,Sint-Genesius-Rode,vlaams-brabant,,Brussels
4244,Groot-Bijgaarden,vlaams-brabant,Bosstraat 19,Brussels
4245,Sint-Pieters-Leeuw,vlaams-brabant,Konijnestraat 94,Brussels
4246,Hoeilaart,vlaams-brabant,Albert Rowiesstraat 8,Brussels
4247,Keerbergen,vlaams-brabant,Domien Liekenslaan 9 0,Leuven
4248,Wemmel,vlaams-brabant,J. Vander Vekenstraat 18,Brussels
4249,Keerbergen,vlaams-brabant,Raymond Lambertslaan 10,Leuven
4250,Meise,vlaams-brabant,Kerkstraat 14,Brussels
4251,Keerbergen,vlaams-brabant,Houtduifweg 2,Leuven
4252,Nieuwenrode,vlaams-brabant,Kerkstraat 14,Brussels
4253,Tervuren,vlaams-brabant,Sint-Hubertuslaan 4A,Leuven
4254,Vlezenbeek,vlaams-brabant,Jozef Sluysstraat 8,Brussels
4255,Heverlee,vlaams-brabant,Groenstraat 221,Leuven
4256,Keerbergen,vlaams-brabant,Emerven 5,Leuven
4257,Sint-Genesius-Rode,vlaams-brabant,,Brussels
4258,Opwijk,vlaams-brabant,'t Kintstraat 90A+B,Brussels
4259,Zellik,vlaams-brabant,Wilde Rozenlaan 5,Brussels
4260,Herne,vlaams-brabant,,Brussels
4261,Diest,vlaams-brabant,Langestraat 38,Leuven
4262,Dilbeek,vlaams-brabant,Bodegemstraat 42,Brussels
4263,Kapelle-op-den-Bos,vlaams-brabant,Tisseltstraat 25,Brussels
4264,Vilvoorde,vlaams-brabant,Damstraat 75,Brussels
4265,Affligem,vlaams-brabant,Driesstraat 122,Brussels
4266,Grimbergen,vlaams-brabant,Drukkersteeg 5,Brussels
4267,Halle,vlaams-brabant,Kerkhoflaan 9,Brussels
4268,Merchtem,vlaams-brabant,Mieregemstraat 95,Brussels
4269,Roosdaal,vlaams-brabant,Ramerstraat 36,Brussels
4270,Steenokkerzeel,vlaams-brabant,Nieuwstraat 71,Brussels
4271,Heverlee,vlaams-brabant,Hertogstraat 163,Leuven
4272,Sint-Pieters-Leeuw,vlaams-brabant,Hemelrijkstraat 112,Brussels
4273,Buizingen,vlaams-brabant,Kerkhoflaan 9,Brussels
4274,Dilbeek,vlaams-brabant,Ninoofsesteenweg 161,Brussels
4275,Tielt-Winge,vlaams-brabant,Dag- en Nachtstraat 1,Leuven
4276,Meise,vlaams-brabant,Nieuwelaan 22,Brussels
4277,Tielt-Winge,vlaams-brabant,Keulestraat 27,Leuven
4278,Hoegaarden,vlaams-brabant,Nerm 2,Leuven
4279,Scherpenheuvel-Zichem,vlaams-brabant,Brielstraat 12,Leuven
4280,Heverlee,vlaams-brabant,Waversebaan 321,Leuven
4281,Bekkevoort,vlaams-brabant,Oude Tiensebaan 75,Leuven
4282,Hoegaarden,vlaams-brabant,Altenaken 24,Leuven
4283,Groot-Bijgaarden,vlaams-brabant,Robert Dansaertlaan 235,Brussels
4284,Hoeilaart,vlaams-brabant,Noordlaan 13,Brussels
4285,Leuven,vlaams-brabant,Tervuursevest 292,Leuven
4286,Bekkevoort,vlaams-brabant,Oude Leuvensebaan 43B,Leuven
4287,Zemst,vlaams-brabant,Korte Heusstraat 64,Brussels
4288,Bever,vlaams-brabant,Zullikstraat / Puydt 23,Brussels
4289,Meensel-Kiezegem,vlaams-brabant,Hazelaarsstraat 42,Leuven
4290,Tremelo,vlaams-brabant,Nobelstraat 192,Leuven
4291,Korbeek-Dijle,vlaams-brabant,Nijvelsebaan 39,Leuven
4292,Sint-Joris-Weert,vlaams-brabant,Groot Neerveld 16,Leuven
4293,Erps-Kwerps,vlaams-brabant,Hof van Daniël Godts 9,Leuven
4294,Eppegem,vlaams-brabant,Elewijtsesteenweg 120,Brussels
4295,Groot-Bijgaarden,vlaams-brabant,Nieuwenbos 63,Brussels
4296,Wezembeek-Oppem,vlaams-brabant,Avenue Maurice César 64,Brussels
4297,Elewijt,vlaams-brabant,Tervuursesteenweg 401,Leuven
4298,Opwijk,vlaams-brabant,,Brussels
4299,Begijnendijk,vlaams-brabant,Vijversstraat 68,Leuven
4300,Korbeek-Dijle,vlaams-brabant,Nijvelsebaan 31,Leuven
4301,Erps-Kwerps,vlaams-brabant,Hof van Daniël Godts 8,Leuven
4302,Affligem,vlaams-brabant,Bosstraat 11A,Brussels
4303,Oudenaken,vlaams-brabant,Brusselbaan 477,Brussels
4304,Sint-Genesius-Rode,vlaams-brabant,Avenue des Mouettes 28,Brussels
4305,Woluwe-saint-Etienne,vlaams-brabant,53,Brussels
4306,Zellik,vlaams-brabant,Brusselsesteenweg 756,Brussels
4307,Tervuren,vlaams-brabant,Kolvenrodestraat 4,Leuven
4308,Tienen,vlaams-brabant,Menegaard 17 42,Leuven
4309,Galmaarden,vlaams-brabant,Zwaanstraat 1B,Brussels
4310,Merchtem,vlaams-brabant,De Keersmaekerlaan 21,Brussels
4311,Korbeek-Dijle,vlaams-brabant,Nijvelsebaan 37,Leuven
4312,Boortmeerbeek,vlaams-brabant,,Leuven
4313,Sint-Genesius-Rode,vlaams-brabant,Avenue des Poules d'Eau 20,Brussels
4314,Herne,vlaams-brabant,,Brussels
4315,Dilbeek,vlaams-brabant,André Waucquezlaan 11,Brussels
4316,Wezembeek-Oppem,vlaams-brabant,Rue du Fer à Cheval 14,Brussels
4317,Linkebeek,vlaams-brabant,Molenstraat 4B,Brussels
4318,Grimbergen,vlaams-brabant,,Brussels
4319,Wolvertem,vlaams-brabant,Nieuwenrodestraat 55a,Brussels
4320,Bertem,vlaams-brabant,Kruiskouter 27,Leuven
4321,Herent,vlaams-brabant,Haachtstraat 21,Leuven
4322,Steenokkerzeel,vlaams-brabant,De Prooststraat 7,Brussels
4323,Groot-Bijgaarden,vlaams-brabant,Petrus Bayenstraat,Brussels
4324,Overijse,vlaams-brabant,Hengstenberg 99,Brussels
4325,Sint-Genesius-Rode,vlaams-brabant,bosstraat 106,Brussels
4326,Dilbeek,vlaams-brabant,Suikerbergstraat 17,Brussels
4327,Leefdaal,vlaams-brabant,Kruiskouter 27,Leuven
4328,Zaventem,vlaams-brabant,Landbouwstraat 19,Brussels
4329,Opwijk,vlaams-brabant,Zottegemstraat 70,Brussels
4330,Baal,vlaams-brabant,Grootlosestraat 81,Leuven
4331,Dilbeek,vlaams-brabant,Spanjebergstraat 34,Brussels
4332,Vilvoorde,vlaams-brabant,Hendrik I-lei 48,Brussels
4333,Sterrebeek,vlaams-brabant,Moorselsteenweg 16,Brussels
4334,Tervuren,vlaams-brabant,Leeuwerikenlaan 21,Leuven
4335,Herent,vlaams-brabant,Omleiding 101-105 APP 17,Leuven
4336,Tremelo,vlaams-brabant,Grote Bollostraat 181,Leuven
4337,Sint-Pieters-Leeuw,vlaams-brabant,Vogelstraat 13,Brussels
4338,Begijnendijk,vlaams-brabant,Hulstsestraat 33,Leuven
4339,Erps-Kwerps,vlaams-brabant,Frans Mombaersstraat 66,Leuven
4340,Overijse,vlaams-brabant,Bollestraat 14,Leuven
4341,Vilvoorde,vlaams-brabant,Streekbaan 152,Brussels
4342,Kortenberg,vlaams-brabant,Frans Mombaersstraat 13,Leuven
4343,Keerbergen,vlaams-brabant,Nindsebaan 31a,Leuven
4344,Asse,vlaams-brabant,Merchtemsebaan 34,Brussels
4345,Herent,vlaams-brabant,Omleiding 101-105 APP 18,Leuven
4346,Linkebeek,vlaams-brabant,Commandant Romain Marissaldreef 6,Brussels
4347,Sterrebeek,vlaams-brabant,Museumlaan 88B,Brussels
4348,Oorbeek,vlaams-brabant,Groot Overlaar 50,Leuven
4349,Tremelo,vlaams-brabant,Hollandsvin 14,Leuven
4350,Lennik,vlaams-brabant,Waterhoflaan 37,Brussels
4351,Zellik,vlaams-brabant,Bremveld 12,Brussels
4352,Alsemberg,vlaams-brabant,Grootbosstraat 148,Brussels
4353,Machelen,vlaams-brabant,Emiel Dewandeleerstraat 12,Brussels
4354,Tremelo,vlaams-brabant,Kruisstraat 78,Leuven
4355,Diegem,vlaams-brabant,,Brussels
4356,Kortenberg,vlaams-brabant,Leuvensesteenweg 175 8,Leuven
4357,Zaventem,vlaams-brabant,LEUVENSESTEENWEG 283,Brussels
4358,Overijse,vlaams-brabant,,Brussels
4359,Overijse,vlaams-brabant,,Brussels
4360,Sterrebeek,vlaams-brabant,Jagersstraat 32B,Brussels
4361,Diegem,vlaams-brabant,,Brussels
4362,Elewijt,vlaams-brabant,Tervuursesteenweg 401 1 & 5,Leuven
4363,Sint-Pieters-Leeuw,vlaams-brabant,Klein-Bijgaardenstraat 47,Brussels
4364,Wezembeek-Oppem,vlaams-brabant,Olmenoord 21,Brussels
4365,Diegem,vlaams-brabant,,Brussels
4366,Sint-Pieters-Leeuw,vlaams-brabant,Jan Baptist Wautersstraat 79,Brussels
4367,Overijse,vlaams-brabant,Louis Gunsstraat 17,Brussels
4368,Kampenhout,vlaams-brabant,Sparrendreef 7,Leuven
4369,Opwijk,vlaams-brabant,,Brussels
4370,Weerde,vlaams-brabant,Damstraat 109,Brussels
4371,Steenokkerzeel,vlaams-brabant,Mezenoord 4,Brussels
4372,Haasrode,vlaams-brabant,Blandenstraat 59,Leuven
4373,Elewijt,vlaams-brabant,Tervuursesteenweg 401 3,Leuven
4374,Kraainem,vlaams-brabant,,Brussels
4375,Hoeilaart,vlaams-brabant,Negenbunderweg 22,Brussels
4376,Oud-Heverlee,vlaams-brabant,Blandenstraat 59,Leuven
4377,Vlezenbeek,vlaams-brabant,Nederstraat 44,Brussels
4378,Kampenhout,vlaams-brabant,Sparrendreef 23,Leuven
4379,Overijse,vlaams-brabant,Hollandstraat 52,Brussels
4380,Leuven,vlaams-brabant,Mathildegang 19,Leuven
4381,Hoeilaart,vlaams-brabant,J.B. Charlierlaan 65-67,Brussels
4382,Meise,vlaams-brabant,,Brussels
4383,Boortmeerbeek,vlaams-brabant,Audenhovenlaan 37 A,Leuven
4384,Wezembeek-Oppem,vlaams-brabant,Viooltjeslaan 2 A21,Brussels
4385,Wezembeek-Oppem,vlaams-brabant,Viooltjeslaan 2 A22,Brussels
4386,Herent,vlaams-brabant,Omleiding 101-105 APP 16,Leuven
4387,Tervuren,vlaams-brabant,Isabellaplein 6 23,Brussels
4388,Overijse,vlaams-brabant,Tenrodestraat 6,Brussels
4389,Sint-Genesius-Rode,vlaams-brabant,avenue de la libération 78,Brussels
4390,Vilvoorde,vlaams-brabant,Albert I-laan 43,Brussels
4391,Keerbergen,vlaams-brabant,,Leuven
4392,Scherpenheuvel-Zichem,vlaams-brabant,Diestsestraat 11-13 6,Leuven
4393,Halle,vlaams-brabant,Eugène Ysayestraat 9,Brussels
4394,Lennik,vlaams-brabant,Hemelveldweg 38,Brussels
4395,Kraainem,vlaams-brabant,Av. des Bouleaux 13,Brussels
4396,Nossegem,vlaams-brabant,Weiveldlaan 51,Brussels
4397,Oudenaken,vlaams-brabant,KONING ALBERTSTRAAT 89,Brussels
4398,Herent,vlaams-brabant,Omleiding 101-105 APP 12,Leuven
4399,Dilbeek,vlaams-brabant,Sint-Antoniuslaan 11,Brussels
4400,Dilbeek,vlaams-brabant,Kaudenaardestraat 78,Brussels
4401,Tremelo,vlaams-brabant,Pater Damiaanstraat 62B,Leuven
4402,Tremelo,vlaams-brabant,Nieuwstraat 57,Leuven
4403,Huldenberg,vlaams-brabant,Stationsstraat 60A,Leuven
4404,Groot-Bijgaarden,vlaams-brabant,Brusselstraat 314,Brussels
4405,Rotselaar,vlaams-brabant,Lostingstraat 1,Leuven
4406,Ternat,vlaams-brabant,Sibbekensveldstraat 44,Brussels
4407,Huldenberg,vlaams-brabant,L. Kriegelstraat 11,Leuven
4408,Sint-Genesius-Rode,vlaams-brabant,Rue de l'Eglise 66,Brussels
4409,Keerbergen,vlaams-brabant,Lisweg 16,Leuven
4410,Hever,vlaams-brabant,Molenheidebaan 63,Leuven
4411,Wemmel,vlaams-brabant,,Brussels
4412,Tervuren,vlaams-brabant,Merellaan 26,Leuven
4413,Duisburg,vlaams-brabant,Deromstraat 16,Leuven
4414,Hoeilaart,vlaams-brabant,Waversesteenweg 81,Brussels
4415,Onze-Lieve-Vrouw-Lombeek,vlaams-brabant,Keistraat 45,Brussels
4416,Dilbeek,vlaams-brabant,,Brussels
4417,Asse,vlaams-brabant,Klein Veldeken 8,Brussels
4418,Vlezenbeek,vlaams-brabant,Schreinstraat 21,Brussels
4419,Galmaarden,vlaams-brabant,Romont 3,Brussels
4420,Heverlee,vlaams-brabant,Kardinaal Mercierlaan 10 0202,Leuven
4421,Dilbeek,vlaams-brabant,,Brussels
4422,Steenokkerzeel,vlaams-brabant,Oudstrijderslaan 4,Brussels
4423,Relegem,vlaams-brabant,Termolenhoflaan 11,Brussels
4424,Merchtem,vlaams-brabant,Sint Huybrechtstraat 21,Brussels
4425,Wemmel,vlaams-brabant,Parklaan 29,Brussels
4426,Grimbergen,vlaams-brabant,Oostvaartdijk 419,Brussels
4427,Tervuren,vlaams-brabant,Vestenstraat 15/ 17bus1,Brussels
4428,Itterbeek,vlaams-brabant,Mussebeeklaan 51,Brussels
4429,Dilbeek,vlaams-brabant,Mussebeeklaan 51,Brussels
4430,Asse,vlaams-brabant,Wagenmeers 4,Brussels
4431,Grimbergen,vlaams-brabant,Holbroek 12,Brussels
4432,Kampenhout,vlaams-brabant,Bergstraat 102,Leuven
4433,Dilbeek,vlaams-brabant,Kattebroekstraat 17,Brussels
4434,Meise,vlaams-brabant,Mankevosstraat 76,Brussels
4435,Tielt-Winge,vlaams-brabant,Stevensstraat 12A,Leuven
4436,Keerbergen,vlaams-brabant,,Leuven
4437,Meise,vlaams-brabant,Limbosweg 5 3.1,Brussels
4438,Kampenhout,vlaams-brabant,Onze Lieve Vrouwstraat 28,Leuven
4439,Haacht,vlaams-brabant,Beverdijk 48,Leuven
4440,Overijse,vlaams-brabant,Tenrodestraat 14,Brussels
4441,Kampenhout,vlaams-brabant,Oudestraat 5,Leuven
4442,Vilvoorde,vlaams-brabant,Lenterik 56,Brussels
4443,Leuven,vlaams-brabant,Marrainenplein 8 03.01,Leuven
4444,Dilbeek,vlaams-brabant,Violettengaarde 3,Brussels
4445,Huldenberg,vlaams-brabant,Florivalstraat 35,Leuven
4446,Bever,vlaams-brabant,Romont 3,Brussels
4447,Liedekerke,vlaams-brabant,,Brussels
4448,Sint-Genesius-Rode,vlaams-brabant,,Brussels
4449,Veltem-Beisem,vlaams-brabant,Overstraat 43,Leuven
4450,Asse,vlaams-brabant,Wolfrot 14,Brussels
4451,Leuven,vlaams-brabant,Molstraat 28a,Leuven
4452,Dilbeek,vlaams-brabant,Kloosterstraat 103,Brussels
4453,Londerzeel,vlaams-brabant,Kerkhofstraat 126,Brussels
4454,Elewijt,vlaams-brabant,rozenstraat 18,Brussels
4455,Dilbeek,vlaams-brabant,BODEGEMSTRAAT 29,Brussels
4456,Ternat,vlaams-brabant,Vitseroelstraat 27,Brussels
4457,Hoeilaart,vlaams-brabant,Schimpstraat 16 a,Brussels
4458,Tremelo,vlaams-brabant,Schrieksebaan 224,Leuven
4459,Asse,vlaams-brabant,Spildoorn 7,Brussels
4460,Kraainem,vlaams-brabant,,Brussels
4461,Liedekerke,vlaams-brabant,Platanenlaan 9,Brussels
4462,Sterrebeek,vlaams-brabant,Korenbloemlaan 38,Brussels
4463,Affligem,vlaams-brabant,,Brussels
4464,Steenokkerzeel,vlaams-brabant,Boekweykoekstraat 19,Brussels
4465,Sint-Pieters-Leeuw,vlaams-brabant,Meerweg 122,Brussels
4466,Huldenberg,vlaams-brabant,Oude Waversebaan 69,Leuven
4467,Leuven,vlaams-brabant,Kaboutermansstraat 101 0201,Leuven
4468,Zemst,vlaams-brabant,Leiweg 36,Brussels
4469,Overijse,vlaams-brabant,Sint-Annastraat 47,Brussels
4470,Wolvertem,vlaams-brabant,Breemweg,Brussels
4471,Dilbeek,vlaams-brabant,Bezenberg 11,Brussels
4472,Wolvertem,vlaams-brabant,Breemweg,Brussels
4473,Geetbets,vlaams-brabant,Grote Steenweg 122 A,Leuven
4474,Tildonk,vlaams-brabant,Postweg 13A,Leuven
4475,Haacht,vlaams-brabant,Wakkerzeelsestraat 28A,Leuven
4476,Tielt-Winge,vlaams-brabant,Leuvensesteenweg 305,Leuven
4477,Lubbeek,vlaams-brabant,Herendaal 21,Leuven
4478,Affligem,vlaams-brabant,Maaimeersstraat 5,Brussels
4479,Londerzeel,vlaams-brabant,Blauwenhoek 17,Brussels
4480,Nossegem,vlaams-brabant,MECHELSESTEENWEG 486,Brussels
4481,Wilsele,vlaams-brabant,Aarschotsesteenweg 117E,Leuven
4482,Rotselaar,vlaams-brabant,Steenweg op Gelrode 19,Leuven
4483,Zaventem,vlaams-brabant,Fabrieksstraat 50,Brussels
4484,Bever,vlaams-brabant,,Brussels
4485,Tervuren,vlaams-brabant,Kapellestraat 7,Brussels
4486,Leuven,vlaams-brabant,Albrechtplein 1 03.02,Leuven
4487,Wemmel,vlaams-brabant,Rassel 114,Brussels
4488,Leuven,vlaams-brabant,Tessenstraat 11 00.01,Leuven
4489,Ternat,vlaams-brabant,,Brussels
4490,Wezembeek-Oppem,vlaams-brabant,Mechelsesteenweg 138,Brussels
4491,Begijnendijk,vlaams-brabant,Kasteelstraat 36,Leuven
4492,Asse,vlaams-brabant,Witteramsdal 2,Brussels
4493,Huldenberg,vlaams-brabant,Ondersmeysberg 31,Leuven
4494,Sint-Pieters-Leeuw,vlaams-brabant,Kasteelstraat 25,Brussels
4495,Keerbergen,vlaams-brabant,Mechelsebaan 88,Leuven
4496,Wemmel,vlaams-brabant,Neerhoflaan 130,Brussels
4497,Kessel-Lo,vlaams-brabant,Wilselsesteenweg 2,Leuven
4498,Overijse,vlaams-brabant,Solheide 2,Brussels
4499,Boutersem,vlaams-brabant,Groenstraat 21,Leuven
4500,Wemmel,vlaams-brabant,J. Vander Vekenstraat 66,Brussels
4501,Wemmel,vlaams-brabant,chaussée Romaine 974,Brussels
4502,Kortenberg,vlaams-brabant,Curegemstraat 22,Leuven
4503,Heverlee,vlaams-brabant,Zegelaan 8,Leuven
4504,Hoeilaart,vlaams-brabant,Waversesteenweg 120,Brussels
4505,Kessel-Lo,vlaams-brabant,Fazantenlaan 16,Leuven
4506,Nederokkerzeel,vlaams-brabant,Binnenveldstraat 11A,Leuven
4507,Sint-Genesius-Rode,vlaams-brabant,Terheydestraat 109,Brussels
4508,Keerbergen,vlaams-brabant,Sint Michielsstraat 11 001,Leuven
4509,Halle,vlaams-brabant,Koningin Fabiolalaan 6,Brussels
4510,Linter,vlaams-brabant,Helen-Bosstraat 65,Leuven
4511,Kampenhout,vlaams-brabant,Hutstraat 28,Leuven
4512,Aarschot,vlaams-brabant,Vlietstraat 16,Leuven
4513,Boutersem,vlaams-brabant,Groenstraat 21,Leuven
4514,Hoeilaart,vlaams-brabant,Jules Delcordestraat 20,Brussels
4515,Elewijt,vlaams-brabant,Broekstraat 64,Brussels
4516,Baal,vlaams-brabant,Galgenbergstraat 5,Leuven
4517,Vlezenbeek,vlaams-brabant,Appelboomstraat 80,Brussels
4518,Leuven,vlaams-brabant,Hoegaardsestraat 140,Leuven
4519,Overijse,vlaams-brabant,Luxemburglaan 22,Brussels
4520,Galmaarden,vlaams-brabant,Plaatsstraat 124,Brussels
4521,Tervuren,vlaams-brabant,Hulststraat 45,Leuven
4522,Opwijk,vlaams-brabant,Averbeekstraat 46,Brussels
4523,Herfelingen,vlaams-brabant,,Brussels
4524,Gooik,vlaams-brabant,Kerkstraat 56,Brussels
4525,Kessel-Lo,vlaams-brabant,Schoolbergenstraat 35,Leuven
4526,Grimbergen,vlaams-brabant,de Merodestraat 72,Brussels
4527,Asse,vlaams-brabant,Winhof 21,Brussels
4528,Wolvertem,vlaams-brabant,Papenboskant 43,Brussels
4529,Tervuren,vlaams-brabant,Rotselaerlaan,Brussels
4530,Asse,vlaams-brabant,Boterberg 23A,Brussels
4531,Meise,vlaams-brabant,Kleine Wouwer 40,Brussels
4532,Kraainem,vlaams-brabant,Rue de la Limite 198,Brussels
4533,Woluwe-saint-Etienne,vlaams-brabant,Leuvensesteenweg,Brussels
4534,Herent,vlaams-brabant,Wildenhoge 16,Leuven
4535,Werchter,vlaams-brabant,Ernest Claesstraat 3,Leuven
4536,Heverlee,vlaams-brabant,Milseweg 46,Leuven
4537,Leuven,vlaams-brabant,Kaboutermansstraat 75,Leuven
4538,Tervuren,vlaams-brabant,Wijngaardstraat 25,Brussels
4539,Tervuren,vlaams-brabant,Patrijzenlaan 9,Brussels
4540,Meise,vlaams-brabant,Hoekstraat 64,Brussels
4541,Vilvoorde,vlaams-brabant,Perksestraat 142,Brussels
4542,Heverlee,vlaams-brabant,Heidelaan 27,Leuven
4543,Leuven,vlaams-brabant,Kaboutermansstraat 75,Leuven
4544,Vilvoorde,vlaams-brabant,,Brussels
4545,Sint-Pieters-Leeuw,vlaams-brabant,Frederik Coevoetstraat 17,Brussels
4546,Steenokkerzeel,vlaams-brabant,Abelendreef 2,Leuven
4547,Londerzeel,vlaams-brabant,Pluimennest 7,Brussels
4548,Holsbeek,vlaams-brabant,Matantjesstraat 11,Leuven
4549,Woluwe-saint-Etienne,vlaams-brabant,Tramstraat 7,Brussels
4550,Holsbeek,vlaams-brabant,Gravenstraat 51,Leuven
4551,Leuven,vlaams-brabant,Kaboutermansstraat 75,Leuven
4552,Sint-Pieters-Leeuw,vlaams-brabant,Zuundallaan 5,Brussels
4553,Woluwe-saint-Etienne,vlaams-brabant,,Brussels
