,city,province,address,nearest_city
6688,Sint-Jans-Molenbeek,brussels,Avenue Édouard Bénès 193 8D,Brussels
6689,Jette,brussels,Avenue de l'Arbre Ballon 22,Brussels
6690,Anderlecht,brussels,Avenue Marius Renard 49 27,Brussels
6691,Jette,brussels,Honoré Longtinstraat 59,Brussels
6692,Anderlecht,brussels,Avenue Marius Renard 45,Brussels
6693,Sint-Jans-Molenbeek,brussels,Avenue Brigade Piron 147 ET1,Brussels
6694,Anderlecht,brussels,Avenue Docteur Lemoine 11,Brussels
6695,Sint-Gillis,brussels,Crickxstraat 38,Brussels
6696,Brussels,brussels,Pelikaanstraat 38 H0PL,Brussels
6697,Schaarbeek,brussels,Charbolaan 26 9D2,Brussels
6698,Vorst,brussels,Rue André Baillon 13,Brussels
6699,Oudergem,brussels,chaussée de Wavre 1468,Brussels
6700,Sint-Gillis,brussels,Théodore Verhaegenstraat 93,Brussels
6701,Ukkel,brussels,Avenue Albert 233 7,Brussels
6702,Sint-Gillis,brussels,Théodore Verhaegenstraat 93,Brussels
6703,Brussels,brussels,,Brussels
6704,Brussels,brussels,Kiekenmarkt 52 4.11,Brussels
6705,Vorst,brussels,Avenue Albert 233 7,Brussels
6706,Brussels,brussels,,Brussels
6707,Sint-Gillis,brussels,avenue de la Porte de Hal 22,Brussels
6708,Laken,brussels,Thiriarlaan 13,Brussels
6709,Sint-Gillis,brussels,Rue Jean Stas 25 4B,Brussels
6710,Schaarbeek,brussels,,Brussels
6711,Anderlecht,brussels,,Brussels
6712,Sint-Pieters-Woluwe,brussels,Avenue Père Damien 25,Brussels
6713,Sint-Jans-Molenbeek,brussels,,Brussels
6714,Anderlecht,brussels,Avenue Marius Renard 4 6,Brussels
6715,Sint-Gillis,brussels,Théodore Verhaegenstraat 93,Brussels
6716,Sint-Gillis,brussels,Rue d'Ecosse 14,Brussels
6717,Laken,brussels,Avenue du Forum 9,Brussels
6718,Anderlecht,brussels,Avenue Claeterbosch 20,Brussels
6719,Sint-Jans-Molenbeek,brussels,Boulevard Edmond Machtens 133,Brussels
6720,Schaarbeek,brussels,,Brussels
6721,Jette,brussels,Dreve de rivieren 212,Brussels
6722,Schaarbeek,brussels,Avenue Adolphe Lacomblé 31,Brussels
6723,Anderlecht,brussels,Avenue Guillaume Stassart 3 49,Brussels
6724,Brussels,brussels,Rue des Bouchers 3,Brussels
6725,Anderlecht,brussels,Avenue Marius Renard 49 23,Brussels
6726,Ganshoren,brussels,Dreve de rivieren 212,Brussels
6727,Sint-Jans-Molenbeek,brussels,Avenue Jean Dubrucq 84,Brussels
6728,Anderlecht,brussels,Jules Broerenstraat 58,Brussels
6729,Anderlecht,brussels,Avenue Marius Renard 27 63,Brussels
6730,Vorst,brussels,,Brussels
6731,Anderlecht,brussels,Boulevard Maria Groeninckx-De May 96 3.03,Brussels
6732,Sint-Jans-Molenbeek,brussels,Avenue Brigade Piron - Brigade Pironlaan 134,Brussels
6733,Sint-Jans-Molenbeek,brussels,Victor Olivier 8,Brussels
6734,Jette,brussels,Avenue de l'Exposition 458,Brussels
6735,Jette,brussels,Rue Eugène Toussaint 62,Brussels
6736,Anderlecht,brussels,Boulevard Maurice Herbette 93 4,Brussels
6737,Laken,brussels,Rue de Wand 132,Brussels
6738,Sint-Jans-Molenbeek,brussels,,Brussels
6739,Laken,brussels,Rue de Wand 132,Brussels
6740,Laken,brussels,,Brussels
6741,Brussels,brussels,Boulevard Émile Jacqmain 142,Brussels
6742,Ukkel,brussels,,Brussels
6743,Anderlecht,brussels,Avenue Marius Renard 27 97,Brussels
6744,Berchem-Sainte-Agathe,brussels,Parc Jean Monnet 6000,Brussels
6745,Elsene,brussels,Rue Jules Bouillon 21,Brussels
6746,Jette,brussels,Tentoonstellingslaan 406 34,Brussels
6747,Anderlecht,brussels,Boulevard Maurice Herbette 86,Brussels
6748,Schaarbeek,brussels,Boulevard Auguste Reyers 122 17,Brussels
6749,Elsene,brussels,Rue Capitaine Crespel 47,Brussels
6750,Sint-Lambrechts-Woluwe,brussels,Avenue d'Avril 41 15,Brussels
6751,Berchem-Sainte-Agathe,brussels,Rue des soldats 2,Brussels
6752,Watermaal-Bosvoorde,brussels,Avenue du Martin-Pêcheur 23-25 7,Brussels
6753,Anderlecht,brussels,Boulevard Aristide Briand 38 G3,Brussels
6754,Sint-Joost-ten-Node,brussels,CHAUSSEE DE HAECHT 61,Brussels
6755,Jette,brussels,Uyttenhovestraat 37 522,Brussels
6756,Oudergem,brussels,Avenue Hugo van der Goes 101-103 6,Brussels
6757,Oudergem,brussels,Avenue Hugo van der Goes 101-103 1,Brussels
6758,Koekelberg,brussels,Place de Bastogne 8 13,Brussels
6759,Anderlecht,brussels,Jean Sibéliuslaan 18 A15,Brussels
6760,Oudergem,brussels,Avenue Hugo van der Goes 101-103 2,Brussels
6761,Elsene,brussels,Rue du Bourgmestre 17,Brussels
6762,Ukkel,brussels,,Brussels
6763,Ukkel,brussels,Chaussée d'Alsemberg 914,Brussels
6764,Schaarbeek,brussels,Rue de la Consolation 73,Brussels
6765,Sint-Jans-Molenbeek,brussels,Avenue Joseph Baeck 74,Brussels
6766,Berchem-Sainte-Agathe,brussels,,Brussels
6767,Sint-Jans-Molenbeek,brussels,Rue de l'Intendant 70 2,Brussels
6768,Anderlecht,brussels,Rue Démosthène 65 2,Brussels
6769,Sint-Jans-Molenbeek,brussels,Melopeestraat 2,Brussels
6770,Anderlecht,brussels,Chaussée de Mons 1300,Brussels
6771,Schaarbeek,brussels,,Brussels
6772,Watermaal-Bosvoorde,brussels,,Brussels
6773,Ukkel,brussels,Rue des Glaïeuls 17 3,Brussels
6774,Evere,brussels,Avenue Franz Guillaume 63,Brussels
6775,Evere,brussels,Rue Edouard Stuckens 65,Brussels
6776,Jette,brussels,De Smet De Naeyer 290,Brussels
6777,Laken,brussels,Avenue Mutsaard 72 32,Brussels
6778,Etterbeek,brussels,,Brussels
6779,Schaarbeek,brussels,Boulevard Lambermont 196,Brussels
6780,Brussels,brussels,Rue Eloy 27,Brussels
6781,Ukkel,brussels,Avenue Hamoir 4,Brussels
6782,Ganshoren,brussels,Avenue Charles-Quint 345,Brussels
6783,Vorst,brussels,Avenue Neptune 6,Brussels
6784,Schaarbeek,brussels,Chaussée de Louvain 343,Brussels
6785,Laken,brussels,Avenue Mutsaard 70 55,Brussels
6786,Etterbeek,brussels,Rue Gray 8 5,Brussels
6787,Anderlecht,brussels,Rue Félix De Cuyper 39,Brussels
6788,Laken,brussels,Avenue Adrien Bayet 5,Brussels
6789,Ukkel,brussels,Rue de Stalle 106,Brussels
6790,Anderlecht,brussels,Avenue des Crocus 56,Brussels
6791,Ganshoren,brussels,Mail 8,Brussels
6792,Anderlecht,brussels,Rue Pierre Marchant 21 B13,Brussels
6793,Schaarbeek,brussels,avenue Léon Mahillon 36,Brussels
6794,Evere,brussels,Rue Auguste De Boeck 5,Brussels
6795,Vorst,brussels,Rue du Croissant 166,Brussels
6796,Sint-Jans-Molenbeek,brussels,Rue des Fuchsias 3,Brussels
6797,Sint-Jans-Molenbeek,brussels,Bd Louis Mettewie 95,Brussels
6798,Jette,brussels,Boulevard de smet de naeyer 167,Brussels
6799,Laken,brussels,Avenue Adrien Bayet 5,Brussels
6800,Laken,brussels,"Avenue de l'Araucaria, 114",Brussels
6801,Koekelberg,brussels,Boulevard Louis Mettewie 7,Brussels
6802,Brussels,brussels,Rue des Ménages 27-31,Brussels
6803,Anderlecht,brussels,Rue Pierre Marchant 21 C13,Brussels
6804,Sint-Lambrechts-Woluwe,brussels,Chemin des Deux Maisons 74,Brussels
6805,Ukkel,brussels,Chaussée de Waterloo 1348,Brussels
6806,Sint-Jans-Molenbeek,brussels,Avenue des Tamaris 2,Brussels
6807,Sint-Jans-Molenbeek,brussels,Boulevard Louis Mettewie 83,Brussels
6808,Anderlecht,brussels,Eugène Ysayelaan 105 5,Brussels
6809,Koekelberg,brussels,Avenue du Château 29,Brussels
6810,Evere,brussels,,Brussels
6811,Elsene,brussels,,Brussels
6812,Oudergem,brussels,Rue des Deux Chaussées 78,Brussels
6813,Sint-Pieters-Woluwe,brussels,Avenue van der Meerschen 63,Brussels
6814,Anderlecht,brussels,Rue de l'Agrafe 50 9,Brussels
6815,Sint-Jans-Molenbeek,brussels,Boulevard Louise Mettewie 86,Brussels
6816,Etterbeek,brussels,,Brussels
6817,Sint-Gillis,brussels,,Brussels
6818,Laken,brussels,Avenue Adrien Bayet 5,Brussels
6819,Etterbeek,brussels,Boulevard Louis Schmidt 78,Brussels
6820,Ganshoren,brussels,Avenue Jean Sebastien Bach 20,Brussels
6821,Neder-Over-Heembeek,brussels,Avenue du Roi Albert 43 4,Brussels
6822,Brussels,brussels,,Brussels
6823,Koekelberg,brussels,Avenue du Panthéon 89 2,Brussels
6824,Ukkel,brussels,,Brussels
6825,Koekelberg,brussels,Rue François Delcoigne 19,Brussels
6826,Sint-Jans-Molenbeek,brussels,Louis Mettewielaan 71 30,Brussels
6827,Laken,brussels,Avenue du Roi Albert 43 4,Brussels
6828,Ganshoren,brussels,,Brussels
6829,Jette,brussels,Avenue du Heymbosch 121,Brussels
6830,Elsene,brussels,Rue Leon Cuissez 60,Brussels
6831,Neder-Over-Heembeek,brussels,Croix de Guerre 363,Brussels
6832,Sint-Gillis,brussels,RUE JEAN ROBIE 51,Brussels
6833,Etterbeek,brussels,Rue des Francs 51,Brussels
6834,Sint-Jans-Molenbeek,brussels,,Brussels
6835,Schaarbeek,brussels,Boulevard Général Wahis 32,Brussels
6836,Sint-Jans-Molenbeek,brussels,Avenue du Château 29,Brussels
6837,Berchem-Sainte-Agathe,brussels,,Brussels
6838,Sint-Jans-Molenbeek,brussels,Boulevard Edmond Machtens 121 7,Brussels
6839,Sint-Gillis,brussels,Rue de Hollande 61-63 2,Brussels
6840,Sint-Jans-Molenbeek,brussels,,Brussels
6841,Schaarbeek,brussels,Avenue Colonel Picquart 66,Brussels
6842,Elsene,brussels,Avenue George Bergmann 120,Brussels
6843,Jette,brussels,,Brussels
6844,Evere,brussels,Rue des Deux Maisons Saphir 20,Brussels
6845,Evere,brussels,,Brussels
6846,Sint-Gillis,brussels,RUE JEAN ROBIE 51,Brussels
6847,Ukkel,brussels,,Brussels
6848,Brussels,brussels,Rue Saint-Pierre 63,Brussels
6849,Anderlecht,brussels,Avenue Jean Sibélius 16,Brussels
6850,Sint-Lambrechts-Woluwe,brussels,Avenue de Woluwe-Saint-Lambert 71 46,Brussels
6851,Brussels,brussels,Rue Froissart 119,Brussels
6852,Koekelberg,brussels,Avenue des Gloires Nationales 4,Brussels
6853,Anderlecht,brussels,Rue de la Verite 47,Brussels
6854,Berchem-Sainte-Agathe,brussels,Rue Fik Guidon 10,Brussels
6855,Vorst,brussels,,Brussels
6856,Brussels,brussels,Rue Haute 334,Brussels
6857,Anderlecht,brussels,Avenue Docteur Zamenhof 16,Brussels
6858,Sint-Jans-Molenbeek,brussels,Boulevard Edmond Machtens 153,Brussels
6859,Sint-Jans-Molenbeek,brussels,Rue Vandernoot 12,Brussels
6860,Jette,brussels,Avenue de l'Arbre Ballon 20,Brussels
6861,Ukkel,brussels,,Brussels
6862,Laken,brussels,avenue arbre ballon 22,Brussels
6863,Jette,brussels,Avenue Firmin Lecharlier 27,Brussels
6864,Laken,brussels,Rue François Lesnino 2,Brussels
6865,Sint-Joost-ten-Node,brussels,Rue des Secours 48,Brussels
6866,Berchem-Sainte-Agathe,brussels,Avenue du Château 29,Brussels
6867,Ganshoren,brussels,198,Brussels
6868,Oudergem,brussels,,Brussels
6869,Laken,brussels,Boulevard Emile Bockstael 368,Brussels
6870,Vorst,brussels,,Brussels
6871,Evere,brussels,Henry Dunantlaan 80 G0,Brussels
6872,Sint-Jans-Molenbeek,brussels,Rue de Dilbeek 84 3,Brussels
6873,Koekelberg,brussels,,Brussels
6874,Anderlecht,brussels,Dokter Zamenhoflaan 18 132,Brussels
6875,Evere,brussels,SQUARE hOEDEMAEKERS 24,Brussels
6876,Vorst,brussels,"Bld Guillaume Van Haelen, 198",Brussels
6877,Ganshoren,brussels,Exposition universelle 21,Brussels
6878,Elsene,brussels,Rue du berger 29,Brussels
6879,Sint-Jans-Molenbeek,brussels,Boulevard Edmond Machtens 125,Brussels
6880,Schaarbeek,brussels,Rue Max Roos 48,Brussels
6881,Koekelberg,brussels,François Sebrechtslaan 65 D1,Brussels
6882,Elsene,brussels,,Brussels
6883,Sint-Jans-Molenbeek,brussels,Avenue Jean Dubrucq 113,Brussels
6884,Brussels,brussels,Boulevard de Dixmude 30,Brussels
6885,Sint-Jans-Molenbeek,brussels,boulevard du jubilé 100,Brussels
6886,Brussels,brussels,Rue du Nord 50,Brussels
6887,Sint-Joost-ten-Node,brussels,Rue Saint-Josse 13,Brussels
6888,Jette,brussels,Rond-Point du Pannenhuis 9,Brussels
6889,Sint-Jans-Molenbeek,brussels,Boulevard Louis Mettewie 69 96,Brussels
6890,Anderlecht,brussels,Maria Groeninckx-De Maylaan 80 7,Brussels
6891,Anderlecht,brussels,Rue Saint-Guidon 81,Brussels
6892,Sint-Lambrechts-Woluwe,brussels,Avenue Paul Hymans 124 A004,Brussels
6893,Sint-Joost-ten-Node,brussels,,Brussels
6894,Berchem-Sainte-Agathe,brussels,Avenue Josse Goffin 83 7,Brussels
6895,Ukkel,brussels,Chaussée d'Alsemberg 382,Brussels
6896,Anderlecht,brussels,Rue Saint-Guidon 81,Brussels
6897,Schaarbeek,brussels,,Brussels
6898,Anderlecht,brussels,Rue Saint-Guidon 81,Brussels
6899,Sint-Jans-Molenbeek,brussels,Serenadestraat 2 2,Brussels
6900,Ukkel,brussels,Rue Vanderkindere 210,Brussels
6901,Anderlecht,brussels,Rue Odon 24,Brussels
6902,Sint-Lambrechts-Woluwe,brussels,Woluwedal 6 64,Brussels
6903,Elsene,brussels,Rue Pr?sident 11 5,Brussels
6904,Elsene,brussels,Rue du Pr?sident 11 3,Brussels
6905,Ukkel,brussels,Rue Vanderkindere 210,Brussels
6906,Evere,brussels,,Brussels
6907,Ganshoren,brussels,,Brussels
6908,Elsene,brussels,Rue du Pr?sident 11 4,Brussels
6909,Brussels,brussels,Rue de la Prevoyance 60,Brussels
6910,Sint-Jans-Molenbeek,brussels,Avenue Edouard B?n?s 157,Brussels
6911,Koekelberg,brussels,Rue Emile Sergijsels 29,Brussels
6912,Schaarbeek,brussels,,Brussels
6913,Sint-Jans-Molenbeek,brussels,Avenue Fran?ois Sebrechts 38,Brussels
6914,Oudergem,brussels,Avenue de Beaulieu 2,Brussels
6915,Sint-Jans-Molenbeek,brussels,Boulevard Edmond Machtens 144,Brussels
6916,Anderlecht,brussels,QUAI INDUSTRIE 242,Brussels
6917,Jette,brussels,,Brussels
6918,Sint-Jans-Molenbeek,brussels,Chauss?e de Gand 479,Brussels
6919,Sint-Joost-ten-Node,brussels,Rue Eeckelaers 29,Brussels
6920,Jette,brussels,Rue Eugène Hubert 22,Brussels
6921,Oudergem,brussels,Boulevard du Triomphe 211,Brussels
6922,Ukkel,brussels,Rue de l'Etoile 195,Brussels
6923,Etterbeek,brussels,RUE FROISSARTSTRAAT 105 2,Brussels
6924,Sint-Jans-Molenbeek,brussels,Boulevard Edmond Machtens 151,Brussels
6925,Brussels,brussels,Rue Ducale 81,Brussels
6926,Sint-Jans-Molenbeek,brussels,Avenue Carl Requette 27,Brussels
6927,Etterbeek,brussels,,Brussels
6928,Elsene,brussels,Chaussée de Boondael 523,Brussels
6929,Sint-Lambrechts-Woluwe,brussels,Théodore de Cuyper 119,Brussels
6930,Schaarbeek,brussels,Rue Gustave Fuss 24,Brussels
6931,Schaarbeek,brussels,Boulevard Général Wahis 262,Brussels
6932,Sint-Pieters-Woluwe,brussels,Avenue des Eperviers 119,Brussels
6933,Schaarbeek,brussels,Boulevard Auguste Reyers 55 21,Brussels
6934,Sint-Jans-Molenbeek,brussels,Boulevard Edmond Machtens 150,Brussels
6935,Etterbeek,brussels,CHAUSSÉE DE WAVRE 502,Brussels
6936,Schaarbeek,brussels,Rue Waelhem 32,Brussels
6937,Brussels,brussels,Avenue du Port 86C,Brussels
6938,Vorst,brussels,,Brussels
6939,Schaarbeek,brussels,Rue des Ailes 128,Brussels
6940,Evere,brussels,,Brussels
6941,Ganshoren,brussels,Van Overbekelaan 182 14,Brussels
6942,Anderlecht,brussels,Rue Jorez 21A,Brussels
6943,Anderlecht,brussels,Rue emile carpentier 79,Brussels
6944,Evere,brussels,,Brussels
6945,Evere,brussels,,Brussels
6946,Brussels,brussels,Avenue du Port 86C,Brussels
6947,Evere,brussels,Rue du Tilleul 273,Brussels
6948,Oudergem,brussels,Avenue Gustave Demey 112 1,Brussels
6949,Evere,brussels,Rue Auguste De Boeck 5,Brussels
6950,Jette,brussels,,Brussels
6951,Ganshoren,brussels,Avenue des Gloires Nationales 84,Brussels
6952,Schaarbeek,brussels,Avenue Emile Zola 12,Brussels
6953,Jette,brussels,Boulevard de Smet de Naeyer 154,Brussels
6954,Sint-Jans-Molenbeek,brussels,Boulevard Edmond machtens 186,Brussels
6955,Brussels,brussels,Rue Haute 334/340 334,Brussels
6956,Jette,brussels,Avenue de la Constitution 68,Brussels
6957,Watermaal-Bosvoorde,brussels,Rue Gratès 35 2,Brussels
6958,Ganshoren,brussels,Avenue Charles-Quint 160,Brussels
6959,Brussels,brussels,Avenue du Port 86C,Brussels
6960,Sint-Jans-Molenbeek,brussels,,Brussels
6961,Watermaal-Bosvoorde,brussels,Avenue de La Héronnière 98,Brussels
6962,Ukkel,brussels,,Brussels
6963,Vorst,brussels,,Brussels
6964,Elsene,brussels,"square des Latins, 61",Brussels
6965,Brussels,brussels,Avenue de l'Héliport 28,Brussels
6966,Sint-Pieters-Woluwe,brussels,Avenue van der Meerschen 57,Brussels
6967,Vorst,brussels,,Brussels
6968,Vorst,brussels,Rue Edouard Branly 8 7,Brussels
6969,Brussels,brussels,Rue Terre-Neuve 188,Brussels
6970,Elsene,brussels,Rue Kerckx 9-11,Brussels
6971,Anderlecht,brussels,,Brussels
6972,Brussels,brussels,Rue des Patriotes 9,Brussels
6973,Brussels,brussels,Rue Melsens 13,Brussels
6974,Schaarbeek,brussels,Rue Anatole France 112,Brussels
6975,Schaarbeek,brussels,Rue Henri Evenepoel Straat 105,Brussels
6976,Ukkel,brussels,,Brussels
6977,Laken,brussels,Rue de Vrière 59,Brussels
6978,Anderlecht,brussels,Rue Pierre Marchant 21 B22,Brussels
6979,Elsene,brussels,,Brussels
6980,Ukkel,brussels,Avenue de la Ferme Rose 8A,Brussels
6981,Ganshoren,brussels,Rue Henri Van Bortonne 107,Brussels
6982,Elsene,brussels,Avenue Odon Warland 12,Brussels
6983,Etterbeek,brussels,Rue Gray 8,Brussels
6984,Elsene,brussels,Chaussée d'Ixelles 198,Brussels
6985,Sint-Gillis,brussels,Rue de Savoie 41,Brussels
6986,Sint-Lambrechts-Woluwe,brussels,Avenue de Septembre 6,Brussels
6987,Schaarbeek,brussels,Helihavenlaan 55 3,Brussels
6988,Neder-Over-Heembeek,brussels,Avenue des Croix de Guerre 345 2,Brussels
6989,Laken,brussels,Avenue des Pagodes 15,Brussels
6990,Brussels,brussels,Square Marguerite 35,Brussels
6991,Ukkel,brussels,,Brussels
6992,Oudergem,brussels,Avenue Benjamin Janssen 4,Brussels
6993,Evere,brussels,Rue Edouard Dekoster 44,Brussels
6994,Elsene,brussels,Avenue Odon Warland 12,Brussels
6995,Schaarbeek,brussels,Avenue Paul Deschanel 145,Brussels
6996,Watermaal-Bosvoorde,brussels,,Brussels
6997,Berchem-Sainte-Agathe,brussels,Dokter Schweitzerplein 8 13,Brussels
6998,Anderlecht,brussels,Antoine Nysstraat 6,Brussels
6999,Anderlecht,brussels,Lenniksebaan 277 5,Brussels
7000,Jette,brussels,Rue Henri Van Bortonne 107,Brussels
7001,Neder-Over-Heembeek,brussels,Rue du Général Biebuyck 9,Brussels
7002,Brussels,brussels,,Brussels
7003,Sint-Lambrechts-Woluwe,brussels,Chemin des Deux Maisons 74,Brussels
7004,Sint-Lambrechts-Woluwe,brussels,Chemin des Deux Maisons 74,Brussels
7005,Oudergem,brussels,Walckierslaan 57,Brussels
7006,Brussels,brussels,Boulevard d'Ypres 31,Brussels
7007,Jette,brussels,Burgemeester Etienne Demunterlaan 13 5.1,Brussels
7008,Sint-Lambrechts-Woluwe,brussels,Chemin des Deux Maisons 74,Brussels
7009,Jette,brussels,Rue de Moranville 46 2,Brussels
7010,Evere,brussels,Rue des Deux Maisons Saphir 20,Brussels
7011,Elsene,brussels,Rue César Franck 75,Brussels
7012,Berchem-Sainte-Agathe,brussels,Rue de Grand-Bigard 384,Brussels
7013,Elsene,brussels,Rue Philippe Baucq 148,Brussels
7014,Watermaal-Bosvoorde,brussels,Avenue du Martin-Pêcheur 58,Brussels
7015,Brussels,brussels,Rue Picard 15,Brussels
7016,Ukkel,brussels,,Brussels
7017,Sint-Lambrechts-Woluwe,brussels,Avenue Paul Hymans 139,Brussels
7018,Evere,brussels,Rue des Deux Maisons Saphir 20,Brussels
7019,Schaarbeek,brussels,Avenue Monplaisir 33,Brussels
7020,Anderlecht,brussels,,Brussels
7021,Schaarbeek,brussels,,Brussels
7022,Ukkel,brussels,Avenue Den Doorn 1,Brussels
7023,Koekelberg,brussels,Rue du Neep 26,Brussels
7024,Schaarbeek,brussels,Rue Vandeweyer 26,Brussels
7025,Schaarbeek,brussels,Avenue de l'Opale 49,Brussels
7026,Brussels,brussels,Antoine Dansaertstraat 63,Brussels
7027,Sint-Jans-Molenbeek,brussels,,Brussels
7028,Evere,brussels,Rue des Deux Maisons Saphir 20,Brussels
7029,Evere,brussels,Rue des Deux Maisons Saphir 20,Brussels
7030,Brussels,brussels,Rue des Chartreux 45 B2.6,Brussels
7031,Brussels,brussels,Antoine Dansaertstraat 113 bus 9,Brussels
7032,Ganshoren,brussels,Avenue Jean Sebastien Bach  A102,Brussels
7033,Laken,brussels,Rue du Verregat 4,Brussels
7034,Sint-Jans-Molenbeek,brussels,Carl Requettelaan 37 3C,Brussels
7035,Sint-Gillis,brussels,Chaussee de Waterloo 31,Brussels
7036,Evere,brussels,Rue des Deux Maisons Saphir 24,Brussels
7037,Brussels,brussels,PETITE RUE DES BOUCHERS 33-35,Brussels
7038,Evere,brussels,Rue des Deux Maisons Saphir 22,Brussels
7039,Elsene,brussels,,Brussels
7040,Schaarbeek,brussels,Avenue Adolphe Lacomblé 74,Brussels
7041,Schaarbeek,brussels,Rue de l'Est 53,Brussels
7042,Anderlecht,brussels,Florimond de Pauwstraat 46,Brussels
7043,Schaarbeek,brussels,Avenue Paul Deschanel 148,Brussels
7044,Evere,brussels,,Brussels
7045,Laken,brussels,Avenue du Forum 5 37,Brussels
7046,Jette,brussels,Adolphe Vandenschrieckstraat 103,Brussels
7047,Schaarbeek,brussels,Rue de Jérusalem 20,Brussels
7048,Sint-Lambrechts-Woluwe,brussels,Avenue de Mai 123,Brussels
7049,Ukkel,brussels,,Brussels
7050,Sint-Joost-ten-Node,brussels,Rue de Liedekerke 74-76,Brussels
7051,Anderlecht,brussels,Rue de la Gaïté 92,Brussels
7052,Berchem-Sainte-Agathe,brussels,Avenue de Selliers de Moranville 31,Brussels
7053,Sint-Pieters-Woluwe,brussels,,Brussels
7054,Anderlecht,brussels,Avenue d' Itterbeek 408,Brussels
7055,Sint-Lambrechts-Woluwe,brussels,Lenneke Marelaan 16,Brussels
7056,Schaarbeek,brussels,Rue de la Poste 93 A44,Brussels
7057,Schaarbeek,brussels,Rue Victor Hugo 56,Brussels
7058,Anderlecht,brussels,Avenue d' Itterbeek 408,Brussels
7059,Oudergem,brussels,Rue du Verger 27,Brussels
7060,Jette,brussels,Avenue du Bourgmestre Etienne Demunter 23 1.3,Brussels
7061,Schaarbeek,brussels,Rue Victor Hugo 56,Brussels
7062,Jette,brussels,,Brussels
7063,Brussels,brussels,Boulevard de Waterloo 77,Brussels
7064,Sint-Lambrechts-Woluwe,brussels,Rue d'Attique 3 12,Brussels
7065,Schaarbeek,brussels,Generaal Wahislaan 26 B2,Brussels
7066,Brussels,brussels,Impasse de la tete de boeuf 3,Brussels
7067,Ukkel,brussels,Avenue Château de Walzin 1,Brussels
7068,Jette,brussels,Chaussée de Jette 677,Brussels
7069,Elsene,brussels,Voorzittersstraat 29 0,Brussels
7070,Ukkel,brussels,Rue Henri Van Zuylen 80,Brussels
7071,Anderlecht,brussels,Rue Saint-Guidon 81,Brussels
7072,Brussels,brussels,Rue Royale 221,Brussels
7073,Ukkel,brussels,Avenue Bourgmestre Jean Herinckx 2,Brussels
7074,Schaarbeek,brussels,Rue Royale 221,Brussels
7075,Sint-Gillis,brussels,Rue de Mérode 116,Brussels
7076,Sint-Pieters-Woluwe,brussels,Rue Dominique De Jonghe 53 8,Brussels
7077,Jette,brussels,,Brussels
7078,Laken,brussels,Avenue des Pagodes 27,Brussels
7079,Anderlecht,brussels,RUE SCHEUTVELD 44,Brussels
7080,Sint-Lambrechts-Woluwe,brussels,Avenue de Calabre 19 4.2,Brussels
7081,Berchem-Sainte-Agathe,brussels,Rue de Grand-Bigard 257,Brussels
7082,Evere,brussels,Avenue du Cimeti?re de Bruxelles 121 34,Brussels
7083,Brussels,brussels,Rue Verte 4,Brussels
7084,Ukkel,brussels,Chaussée d'Alsemberg 1031,Brussels
7085,Oudergem,brussels,Avenue Gustave Demey 82,Brussels
7086,Berchem-Sainte-Agathe,brussels,Kattestraat 12,Brussels
7087,Ganshoren,brussels,Rue communale 58,Brussels
7088,Oudergem,brussels,Avenue de la Houlette 78,Brussels
7089,Anderlecht,brussels,Avenue Norbert Gille 77,Brussels
7090,Sint-Lambrechts-Woluwe,brussels,Avenue Jean Laudy 23,Brussels
7091,Ukkel,brussels,Chaussée de Drogenbos 77,Brussels
7092,Schaarbeek,brussels,Rue Sander Pierron 31,Brussels
7093,Brussels,brussels,,Brussels
7094,Schaarbeek,brussels,Boulevard Auguste Reyers 21,Brussels
7095,Ukkel,brussels,,Brussels
7096,Brussels,brussels,,Brussels
7097,Elsene,brussels,Rue du Trône 175,Brussels
7098,Evere,brussels,Rue de Genève 10,Brussels
7099,Sint-Joost-ten-Node,brussels,Rue de la Limite 75,Brussels
7100,Brussels,brussels,Wolvengracht 48 1.16,Brussels
7101,Schaarbeek,brussels,Boulevard Général Wahis 14,Brussels
7102,Evere,brussels,Rue de Genève 482,Brussels
7103,Elsene,brussels,,Brussels
7104,Sint-Gillis,brussels,Avenue de la Jonction 15,Brussels
7105,Vorst,brussels,,Brussels
7106,Watermaal-Bosvoorde,brussels,des pecheries 81 35,Brussels
7107,Vorst,brussels,Avenue du Roi 163 2,Brussels
7108,Oudergem,brussels,Rue des Pêcheries 107,Brussels
7109,Watermaal-Bosvoorde,brussels,Rue Gratès 35 3,Brussels
7110,Brussels,brussels,Avenue du Port 86C,Brussels
7111,Schaarbeek,brussels,Rue Colonel Bourg 103,Brussels
7112,Berchem-Sainte-Agathe,brussels,Potaarde 1,Brussels
7113,Brussels,brussels,Avenue du Port 86C,Brussels
7114,Brussels,brussels,Avenue du Port 86C,Brussels
7115,Brussels,brussels,Avenue du Port 86C,Brussels
7116,Sint-Lambrechts-Woluwe,brussels,rue Konkel 210 14,Brussels
7117,Brussels,brussels,Avenue du Port 86C,Brussels
7118,Brussels,brussels,Avenue du Port 86C,Brussels
7119,Brussels,brussels,Avenue du Port 86C,Brussels
7120,Brussels,brussels,Avenue du Port 86C,Brussels
7121,Brussels,brussels,Avenue du Port 86C,Brussels
7122,Brussels,brussels,Rue de la Reinette 9 4,Brussels
7123,Brussels,brussels,Rue Haute 340,Brussels
7124,Etterbeek,brussels,Boulevard Louis Schmidt 10,Brussels
